Section,A,B,C,D,F,Total A-F,GPA,I,S,U,Q,X,Total,Instructor
CHEN-205-500,8,5,6,2,1,22,2.772,0,0,0,2,0,24,ABDEL-WAHAB A
CHEN-323-500,2,9,12,1,1,25,2.400,0,0,0,0,0,25,NOUNOU M
CHEN-324-500,9,12,6,1,1,29,2.931,0,0,0,0,0,29,ABDALLA A
CHEN-364-500,6,11,10,1,0,28,2.785,0,0,0,0,0,28,AL-RAWASHDEH M
CHEN-426-500,10,8,0,0,0,18,3.555,0,0,0,0,0,18,LINKE P
CHEN-433-900,8,6,3,0,0,17,3.294,0,0,0,0,0,17,SALAMA G
CHEN-455-500,14,9,2,0,0,25,3.480,0,0,0,0,0,25,VECHOT L
CHEN-457-500,8,5,4,0,0,17,3.235,0,0,0,0,0,17,ABDEL-WAHAB A
CHEN-489-501,2,3,0,0,0,5,3.400,0,0,0,0,0,5,AL-MOHANNADI D
CHEN-624-600,7,2,0,0,0,9,3.777,0,0,0,0,0,9,ELBASHIR N
CHEN-629-600,1,5,4,0,1,11,2.454,0,0,0,0,0,11,KAKOSIMOS K
CHEN-665-600,6,1,0,0,0,7,3.857,0,0,0,0,0,7,AL-MOHANNADI D
CHEN-689-600,9,1,0,0,0,10,3.900,0,0,0,0,0,10,ABDEL-WAHAB A
DEPARTMENT TOTAL:,90,77,47,5,4,223,3.088,0,0,0,2,0,225,
ANTH-201-501,5,5,6,5,2,23,2.260,0,0,0,13,0,36,ATHREYA S
ANTH-201-502,6,7,3,5,3,24,2.333,0,0,0,10,0,34,ATHREYA S
ASCC-289-501,14,1,2,0,1,18,3.500,0,0,0,0,0,18,SCOTT B
ASCC-289-502,3,10,2,0,1,16,2.875,0,0,0,0,0,16,ABBAS N
ASCC-289-503,1,5,1,0,1,8,2.625,0,0,0,1,0,9,ELSHEIKH A
COMM-335-500,30,2,0,0,0,32,3.937,0,0,0,1,0,33,HILLMAN S
ENGL-104-501,4,5,2,0,3,14,2.500,0,0,0,3,0,17,QUEEN M
ENGL-104-502,4,1,2,0,1,8,2.875,0,0,0,1,0,9,QUEEN M
ENGL-104-503,12,2,0,0,1,15,3.600,0,0,0,0,0,15,SCHMALSTIG A
ENGL-210-501,17,3,0,0,0,20,3.850,0,0,0,0,0,20,CARSON R
ENGL-210-502,19,1,0,0,0,20,3.950,0,0,0,0,0,20,CARSON R
ENGL-210-503,10,5,3,0,0,18,3.388,0,0,0,2,0,20,QUEEN M
ENGL-210-504,10,2,6,0,1,19,3.052,0,0,0,0,0,19,RUDD L
ENGL-210-505,15,4,1,0,0,20,3.700,0,0,0,0,0,20,ABBAS N
ENGL-219-501,19,1,0,0,0,20,3.950,0,0,0,1,0,21,SCHMALSTIG A
ENGL-219-502,17,1,0,0,1,19,3.736,0,0,0,0,0,19,SCHMALSTIG A
ENGL-219-503,14,2,0,0,1,17,3.647,0,0,0,0,0,17,SCOTT B
ENGL-222-501,12,8,0,0,0,20,3.600,0,0,0,0,0,20,PIRZADA T
ENGL-222-502,13,5,0,1,0,19,3.578,0,0,0,1,0,20,PIRZADA T
ENGR-482-901,8,10,11,0,0,29,2.896,1,0,0,0,0,30,MASAD E
ENGR-482-902,6,14,7,1,0,28,2.892,1,0,0,0,0,29,GRAY P
HIST-105-501,27,4,3,0,0,34,3.705,0,0,0,0,0,34,BOUNDS B
HIST-105-502,32,1,0,1,0,34,3.882,0,0,0,1,0,35,BOUNDS B
HIST-106-501,29,6,1,0,0,36,3.777,0,0,0,0,0,36,BOUNDS B
HIST-230-500,23,4,3,0,1,31,3.548,0,0,0,0,0,31,VAN DE LOGT M
POLS-206-501,30,3,1,0,1,35,3.742,0,0,0,1,0,36,URA J
POLS-206-502,31,4,0,0,1,36,3.777,0,0,0,0,0,36,URA J
POLS-207-501,22,7,1,1,0,31,3.612,0,0,0,0,0,31,BASHIR H
POLS-207-502,16,11,1,0,1,29,3.413,0,0,0,1,0,30,BASHIR H
DEPARTMENT TOTAL:,449,134,56,14,20,673,3.453,2,0,0,36,0,711,
CHEM-107-500,1,1,5,3,5,15,1.333,0,0,0,8,0,23,BROTHERS E
CHEM-107-502,1,2,2,1,3,9,1.666,0,0,0,0,0,9,BROTHERS E
CHEM-117-501,2,6,2,0,0,10,3.000,0,0,0,0,0,10,BROTHERS E
CHEM-117-502,4,1,2,0,1,8,2.875,0,0,0,0,0,8,BROTHERS E
CHEM-117-504,4,4,0,0,2,10,2.800,0,0,0,0,0,10,BROTHERS E
CHEM-120-501,3,4,1,1,0,9,3.000,0,0,0,1,0,10,MADRAHIMOV S
CHEM-120-502,2,3,2,0,0,7,3.000,0,0,0,1,0,8,MADRAHIMOV S
CHEM-120-504,0,2,3,0,0,5,2.400,0,0,0,0,0,5,MADRAHIMOV S
CHEM-228-500,6,9,11,5,1,32,2.437,0,0,0,0,0,32,AL-HASHIMI M
CHEM-238-501,5,1,0,0,0,6,3.833,0,0,0,0,0,6,AL-HASHIMI M
CHEM-238-503,9,1,0,0,0,10,3.900,0,0,0,0,0,10,AL-HASHIMI M
CHEM-238-504,4,3,3,0,0,10,3.100,0,0,0,0,0,10,AL-HASHIMI M
CHEM-322-500,6,3,5,3,0,17,2.705,0,0,0,10,0,27,BENGALI A
CHEM-466-500,3,2,0,0,0,5,3.600,0,0,0,0,0,5,AL-HASHIMI M
MATH-150-500,5,4,2,4,5,20,2.000,0,0,0,5,0,25,WESTON A
MATH-151-501,6,8,5,3,2,24,2.541,0,0,0,0,0,24,ELGINDI A
MATH-151-502,2,7,6,2,1,18,2.388,0,0,0,0,0,18,ELGINDI A
MATH-151-503,4,9,6,4,1,24,2.458,0,0,0,0,0,24,ELGINDI A
MATH-152-501,2,2,5,1,0,10,2.500,0,0,0,2,0,12,SOUKIASSIAN Y
MATH-152-502,8,6,3,2,1,20,2.900,0,0,0,3,0,23,SOUKIASSIAN Y
MATH-152-503,9,7,5,1,0,22,3.090,0,0,0,4,0,26,SOUKIASSIAN Y
MATH-251-501,7,7,12,0,8,34,2.147,0,0,0,1,0,35,TRABELSI S
MATH-251-502,12,8,14,2,14,50,2.040,0,0,0,2,0,52,TRABELSI S
MATH-308-501,6,6,6,2,2,22,2.545,0,0,0,12,0,34,WESTON A
MATH-308-502,8,6,8,3,1,26,2.653,0,0,0,9,0,35,WESTON A
MATH-308-503,4,11,2,3,1,21,2.666,0,0,0,4,0,25,MIR N
MATH-308-504,2,3,10,3,3,21,1.904,0,0,0,14,0,35,MIR N
MATH-311-500,6,12,7,0,0,25,2.960,0,0,0,0,0,25,HUANG T
MATH-311-501,8,7,11,0,0,26,2.884,0,0,0,0,0,26,HUANG T
