Section,A,B,C,D,F,Total A-F,GPA,I,S,U,Q,X,Total,Instructor
CHEN-205-500,8,9,8,1,2,28,2.714,0,0,0,1,0,29,ABDEL-WAHAB A
CHEN-323-500,9,7,6,0,0,22,3.136,0,0,0,1,0,23,NOUNOU M
CHEN-324-500,6,6,6,1,0,19,2.894,2,0,0,2,0,23,ABDALLA A
CHEN-364-500,10,9,2,1,0,22,3.272,0,0,0,1,0,23,AL-RAWASHDEH M
CHEN-426-500,15,6,0,0,0,21,3.714,0,0,0,0,0,21,LINKE P
CHEN-433-900,11,10,0,0,0,21,3.523,0,0,0,0,0,21,SALAMA G
CHEN-455-500,12,7,2,0,0,21,3.476,0,0,0,0,0,21,VECHOT L
CHEN-457-500,10,5,0,0,0,15,3.666,0,0,0,0,0,15,ABDEL-WAHAB A
CHEN-482-500,5,0,0,0,0,5,4.000,0,0,0,0,0,5,VECHOT L
CHEN-489-501,1,4,0,0,0,5,3.200,0,0,0,0,0,5,AL-MOHANNADI D
CHEN-489-502,9,0,0,0,0,9,4.000,0,0,0,0,0,9,LINKE P
CHEN-491-510,6,0,0,0,0,6,4.000,0,0,0,0,0,6,ABDEL-WAHAB A
CHEN-624-600,12,1,0,0,0,13,3.923,0,0,0,0,0,13,ELBASHIR N
CHEN-629-600,4,5,2,0,0,11,3.181,0,0,0,0,0,11,KAKOSIMOS K
CHEN-689-600,4,2,0,0,0,6,3.666,0,0,0,0,0,6,LINKE P
DEPARTMENT TOTAL:,122,71,26,3,2,224,3.370,2,0,0,5,0,231,
ANTH-201-501,12,18,7,2,0,39,3.025,0,0,0,0,0,39,ATHREYA S
ANTH-201-502,8,17,4,1,1,31,2.967,0,0,0,4,0,35,ATHREYA S
ASCC-289-501,5,7,2,0,0,14,3.214,0,0,0,0,0,14,HILLMAN S
ASCC-289-502,6,6,2,0,0,14,3.285,0,0,0,1,0,15,ABBAS N
ASCC-289-503,2,12,1,0,0,15,3.066,0,0,0,0,0,15,ELSHEIKH A
ENGL-104-501,4,10,1,0,0,15,3.200,0,0,0,3,0,18,QUEEN M
ENGL-104-502,7,4,0,0,0,11,3.636,0,0,0,0,0,11,PIRZADA T
ENGL-104-503,14,0,0,0,2,16,3.500,0,0,0,1,0,17,SCHMALSTIG A
ENGL-104-504,1,3,0,0,1,5,2.600,0,0,0,0,0,5,RUDD L
ENGL-104-505,5,1,3,1,2,12,2.500,0,0,0,0,0,12,RUDD L
ENGL-210-501,17,1,0,0,0,18,3.944,0,0,0,0,0,18,CARSON R
ENGL-210-502,18,0,0,0,0,18,4.000,0,0,0,0,0,18,CARSON R
ENGL-210-503,7,6,1,0,0,14,3.428,0,0,0,0,0,14,QUEEN M
ENGL-210-504,7,5,2,1,0,15,3.200,0,0,0,1,0,16,QUEEN M
ENGL-219-501,16,1,0,0,0,17,3.941,0,0,0,1,0,18,SCHMALSTIG A
ENGL-219-502,16,0,0,0,0,16,4.000,0,0,0,1,0,17,SCHMALSTIG A
ENGL-219-503,11,4,1,0,2,18,3.222,0,0,0,0,0,18,PIRZADA T
ENGR-482-901,15,10,1,0,0,26,3.538,0,0,0,0,0,26,GRAY P
ENGR-482-902,14,7,5,0,0,26,3.346,0,0,0,0,0,26,GRAY P
ENGR-482-903,5,15,3,0,1,24,2.958,0,0,0,1,0,25,GRAY P
HIST-105-501,20,2,4,0,1,27,3.481,0,0,0,0,0,27,BOUNDS B
HIST-105-502,21,6,1,0,1,29,3.586,0,0,0,1,0,30,BOUNDS B
HIST-106-501,22,8,0,2,0,32,3.562,0,0,0,0,0,32,BOUNDS B
HIST-106-502,22,9,7,0,1,39,3.307,0,0,0,0,0,39,VAN DE LOGT M
POLS-206-501,20,6,1,0,0,27,3.703,0,0,0,0,0,27,BASHIR H
POLS-206-502,23,3,3,1,0,30,3.600,0,0,0,0,0,30,BASHIR H
POLS-206-503,30,1,0,0,0,31,3.967,0,0,0,1,0,32,URA J
POLS-207-501,33,1,0,0,1,35,3.857,0,0,0,0,0,35,MITCHELL A
POLS-207-502,31,2,1,0,1,35,3.771,0,0,0,0,0,35,MITCHELL A
POLS-207-503,32,1,1,0,0,34,3.911,0,0,0,0,0,34,MITCHELL A
DEPARTMENT TOTAL:,444,166,51,8,14,683,3.490,0,0,0,15,0,698
CHEM-107-500,4,11,9,1,0,25,2.720,0,0,0,2,0,27,BENGALI A
CHEM-117-501,4,2,1,3,0,10,2.700,0,0,0,0,0,10,BENGALI A
CHEM-117-502,3,4,1,2,0,10,2.800,0,0,0,0,0,10,BENGALI A
CHEM-120-501,3,6,1,0,1,11,2.909,0,0,0,0,0,11,MADRAHIMOV S
CHEM-120-502,0,4,1,0,0,5,2.800,0,0,0,2,0,7,MADRAHIMOV S
CHEM-120-503,1,3,1,2,0,7,2.428,0,0,0,0,0,7,MADRAHIMOV S
CHEM-120-504,2,2,2,0,1,7,2.571,0,0,0,0,0,7,MADRAHIMOV S
CHEM-228-500,5,11,11,1,1,29,2.620,0,0,0,2,0,31,AL-HASHIMI M
CHEM-238-501,5,4,0,0,1,10,3.200,0,0,0,0,0,10,AL-HASHIMI M
CHEM-238-502,5,5,1,0,0,11,3.363,0,0,0,0,0,11,AL-HASHIMI M
CHEM-238-503,5,3,0,0,0,8,3.625,0,0,0,0,0,8,AL-HASHIMI M
CHEM-318-501,9,4,0,0,0,13,3.692,0,0,0,0,0,13,AL-HASHIMI M
CHEM-318-502,5,3,0,0,0,8,3.625,0,0,0,0,0,8,AL-HASHIMI M
CHEM-322-500,15,5,5,0,1,26,3.269,0,0,0,0,0,26,BROTHERS E
CHEM-466-500,4,4,0,0,0,8,3.500,0,0,0,0,0,8,AL-HASHIMI M
MATH-150-500,3,7,6,0,0,16,2.812,0,0,0,0,0,16,SOUKIASSIAN Y
MATH-151-501,11,8,4,1,0,24,3.208,0,0,0,2,0,26,ELGINDI A
MATH-151-502,11,5,6,0,3,25,2.840,0,0,0,1,0,26,ELGINDI A
MATH-151-503,8,9,5,1,0,23,3.043,0,0,0,2,0,25,ELGINDI A
MATH-152-501,7,8,6,2,0,23,2.869,0,0,0,5,0,28,SOUKIASSIAN Y
MATH-152-502,1,19,6,2,1,29,2.586,0,0,0,0,0,29,ALONSO R
MATH-152-503,7,6,6,1,1,21,2.809,0,0,0,0,0,21,ALONSO R
MATH-251-501,4,9,5,3,3,24,2.333,0,0,0,3,0,27,TRABELSI S
MATH-251-502,3,4,5,4,6,22,1.727,0,0,0,5,0,27,MIR N
MATH-251-503,5,7,6,4,0,22,2.590,0,0,0,3,0,25,TRABELSI S
MATH-308-501,13,11,8,0,1,33,3.060,0,0,0,1,0,34,WESTON A
MATH-308-502,8,9,5,1,2,25,2.800,0,0,0,1,0,26,WESTON A
MATH-308-503,9,11,8,3,0,31,2.838,0,0,0,3,0,34,WESTON A
MATH-308-504,5,13,12,0,2,32,2.593,0,0,0,2,0,34,LAMEL B
MATH-311-500,16,11,9,0,0,36,3.194,0,0,0,2,0,38,HUANG T
MATH-414-500,3,1,2,3,0,9,2.444,0,0,0,6,0,15,MIR N
PHYS-206-501,8,15,8,2,2,35,2.714,0,0,0,0,0,35,BELIC M
PHYS-206-502,5,14,15,2,1,37,2.540,0,0,0,0,0,37,BELIC M
PHYS-206-503,9,3,3,5,0,20,2.800,0,0,0,9,0,29,NHA H
PHYS-207-500,2,23,12,1,2,40,2.550,0,0,0,9,0,49,KROLIKOWSKI W
PHYS-489-500,7,1,2,0,0,10,3.500,0,0,0,1,0,11,NHA H
DEPARTMENT TOTAL:,215,265,172,44,29,725,2.791,0,0,0,61,0,786,
ECEN-214-501,1,3,2,0,0,6,2.833,0,0,0,1,0,7,GHRAYEB A
ECEN-214-502,1,4,1,0,0,6,3.000,0,0,0,0,0,6,GHRAYEB A
ECEN-214-503,6,1,2,1,0,10,3.200,0,0,0,0,0,10,GHRAYEB A
ECEN-215-501,1,2,0,2,0,5,2.400,0,0,0,0,0,5,BALOG R
ECEN-215-502,0,1,3,1,0,5,2.000,0,0,0,0,0,5,BALOG R
ECEN-215-503,1,5,1,0,1,8,2.625,0,0,0,1,0,9,BALOG R
ECEN-215-504,4,2,2,1,0,9,3.000,0,0,0,0,0,9,BALOG R
ECEN-248-500,5,5,2,0,0,12,3.250,0,0,0,0,0,12,QARAQE K
ECEN-303-500,21,17,5,0,0,43,3.372,0,0,0,0,0,43,BOUTROS J
ECEN-340-500,9,4,4,0,0,17,3.294,0,0,0,1,0,18,ABU-RUB H
ECEN-350-501,8,10,5,0,1,24,3.000,0,0,0,0,0,24,ZILANY M
ECEN-350-502,6,11,7,0,1,25,2.840,0,0,0,0,0,25,ZILANY M
ECEN-370-500,13,19,5,0,0,37,3.216,0,0,0,0,0,37,JI J
ECEN-404-501,14,0,0,0,0,14,4.000,0,0,0,0,0,14,GHRAYEB A
ECEN-404-502,14,0,0,0,0,14,4.000,0,0,0,0,0,14,GHRAYEB A
ECEN-410-500,3,5,0,1,0,9,3.111,0,0,0,1,0,10,JI J
ECEN-429-500,7,9,2,0,0,18,3.277,0,0,0,0,0,18,SERPEDIN E
ECEN-449-500,9,10,4,1,0,24,3.125,0,0,0,1,0,25,ALNUWEIRI H
ECEN-459-500,7,5,1,0,0,13,3.461,0,0,0,0,0,13,BAYHAN S
ENGR-102-501,8,18,6,4,2,38,2.684,0,0,0,1,0,39,ALNUWEIRI H
ENGR-102-502,8,18,12,3,1,42,2.690,0,0,0,1,0,43,ALNUWEIRI H
ENGR-217-501,1,6,1,1,0,9,2.777,0,0,0,0,0,9,ZILANY M
ENGR-217-502,3,5,1,0,0,9,3.222,0,0,0,0,0,9,ZILANY M
ENGR-217-504,7,1,1,0,0,9,3.666,0,0,0,0,0,9,ZILANY M
ENGR-217-505,4,5,1,0,0,10,3.300,0,0,0,0,0,10,ZILANY M
DEPARTMENT TOTAL:,15,17,4,1,0,37,3.243,0,0,0,0,0,37,
CVEN-305-500,11,5,8,1,0,25,3.040,0,0,0,0,0,25,RUIMI A
ENGR-216-200,9,1,0,0,0,10,3.900,0,0,0,0,0,10,SCHULLER M
ENGR-216-502,3,3,3,1,0,10,2.800,0,0,0,0,0,10,SCHULLER M
ENGR-216-503,2,3,3,0,0,8,2.875,0,0,0,1,0,9,SCHULLER M
ENGR-216-504,4,3,2,1,0,10,3.000,0,0,0,0,0,10,SCHULLER M
ENGR-216-505,1,2,1,2,1,7,2.000,0,0,0,0,0,7,SCHULLER M
ENGR-216-506,2,4,2,0,0,8,3.000,0,0,0,0,0,8,SCHULLER M
ENGR-216-507,2,4,3,0,0,9,2.888,0,0,0,0,0,9,SCHULLER M
