Section,A,B,C,D,F,Total A-F,GPA,I,S,U,Q,X,Total,Instructor
OBIO-621-600,18,13,0,0,0,31,3.580,1,0,0,0,0,32,SCHNEIDERMAN E
OBIO-632-600,10,5,1,0,0,16,3.562,0,0,0,0,0,16,BUSCHANG P
OBIO-673-600,10,0,0,0,0,10,4.000,0,0,0,0,0,10,HONEYMAN A
DEPARTMENT TOTAL:,38,18,1,0,0,57,3.663,1,0,0,0,0,58,
AEGD-602-600,7,1,0,0,0,8,0.000,0,0,0,0,0,8,ZANDINEJAD A
AEGD-604-600,12,0,0,0,0,12,4.000,0,0,0,0,3,15,ZANDINEJAD A
AEGD-611-600,8,0,0,0,0,8,4.000,0,0,0,0,0,8,ZANDINEJAD A
AEGD-620-600,8,0,0,0,0,8,4.000,0,0,0,0,0,8,LEON M
AEGD-625-600,8,0,0,0,0,8,4.000,0,0,0,0,0,8,LEON M
DDHS-3020-500,14,15,0,0,0,29,3.482,0,0,0,0,0,29,COTTER J
DDHS-3220-500,18,11,0,0,0,29,3.620,0,0,0,0,0,29,LIANG H
DDHS-3310-500,29,0,0,0,0,29,4.000,0,0,0,0,0,29,VU M
DDHS-3325-500,8,12,5,5,0,30,2.766,0,0,0,0,0,30,HONEYMAN A
DDHS-3410-500,17,12,0,0,0,29,3.586,0,0,0,0,0,29,MANSOUR M
DDHS-3530-500,13,16,0,0,0,29,3.448,0,0,0,0,0,29,FOX E
DDHS-3830-500,27,2,0,0,0,29,3.931,0,0,0,0,0,29,VU M
DDHS-4240-500,26,3,0,0,0,29,3.896,0,0,0,0,0,29,KING T
DDHS-4320-500,22,7,0,0,0,29,3.758,0,0,0,0,0,29,WYATT L
DDHS-4530-500,16,13,0,0,0,29,3.551,0,0,0,0,0,29,MALLONEE L
DDHS-4710-500,29,0,0,0,0,29,4.000,0,0,0,0,0,29,KABANI F
DDHS-4810-500,15,12,2,0,0,29,3.448,0,0,0,0,0,29,GONZALEZ M
OMFP-619-600,14,3,0,0,0,17,3.823,1,0,0,0,0,18,CHENG Y
OMFR-611-600,28,1,0,0,0,29,3.965,0,0,0,0,0,29,NAIR M
DEPARTMENT TOTAL:,42,4,0,0,0,46,3.888,1,0,0,0,0,47,
OMFS-625-600,20,0,0,0,0,20,4.000,0,0,0,0,0,20,READ FULLER A
OMFS-650-600,8,0,0,0,0,8,4.000,0,0,0,0,0,8,REDDY L
DEPARTMENT TOTAL:,28,0,0,0,0,28,4.000,0,0,0,0,0,28,
ORTH-600-600,6,0,0,0,0,6,4.000,0,0,0,0,0,6,TAYLOR R
ORTH-611-600,6,0,0,0,0,6,4.000,0,0,0,0,0,6,JACOB H
ORTH-612-600,6,0,0,0,0,6,4.000,0,0,0,0,0,6,MURCHISON D
ORTH-615-600,6,0,0,0,0,6,0.000,0,0,0,0,0,6,TAYLOR R
ORTH-617-600,6,0,0,0,0,6,0.000,0,0,0,0,0,6,TAYLOR R
ORTH-619-600,6,0,0,0,0,6,0.000,0,0,0,0,0,6,TAYLOR R
ORTH-623-600,6,0,0,0,0,6,4.000,0,0,0,0,0,6,TADLOCK L
ORTH-626-600,6,0,0,0,0,6,4.000,0,0,0,0,0,6,TADLOCK L
ORTH-629-600,6,0,0,0,0,6,4.000,0,0,0,0,0,6,TADLOCK L
ORTH-631-600,6,0,0,0,0,6,4.000,0,0,0,0,0,6,TADLOCK L
ORTH-632-600,6,0,0,0,0,6,4.000,0,0,0,0,0,6,BUSCHANG P
ORTH-633-600,4,2,0,0,0,6,3.666,0,0,0,0,0,6,BUSCHANG P
ORTH-636-600,6,0,0,0,0,6,4.000,0,0,0,0,0,6,BUSCHANG P
ORTH-641-600,6,0,0,0,0,6,4.000,0,0,0,0,0,6,TAYLOR R
ORTH-645-600,6,0,0,0,0,6,4.000,0,0,0,0,0,6,BUSCHANG P
ORTH-649-600,6,0,0,0,0,6,4.000,0,0,0,0,0,6,GLENN G
ORTH-652-600,6,0,0,0,0,6,4.000,0,0,0,0,0,6,GLENN G
ORTH-655-600,6,0,0,0,0,6,4.000,0,0,0,0,0,6,GLENN G
PEDD-613-600,10,0,0,0,0,10,4.000,0,0,0,0,0,10,KERINS C
PEDD-616-600,11,0,0,0,0,11,4.000,0,0,0,0,0,11,KERINS C
PEDD-623-600,10,0,0,0,0,10,4.000,0,0,0,0,0,10,KERINS C
PEDD-626-600,12,0,0,0,0,12,4.000,0,0,0,0,0,12,KERINS C
DEPARTMENT TOTAL:,43,0,0,0,0,43,4.000,0,0,0,0,0,43
COLLEGE TOTAL:,534,128,8,5,0,675,3.738,2,0,0,0,3,680
