Section,A,B,C,D,F,Total A-F,GPA,I,S,U,Q,X,Total,Instructor
PHAR-601-300,68,0,0,0,0,68,4.000,0,0,0,0,68,PETERSON S
PHAR-601-301,36,1,0,0,0,37,3.972,0,0,0,0,37,PETERSON S
PHAR-606-300,62,0,6,0,0,68,3.823,0,0,0,0,68,JOSEPH M
PHAR-606-301,35,0,2,0,0,37,3.891,0,0,0,0,37,JOSEPH M
PHAR-611-300,18,23,24,2,1,68,2.808,0,0,0,0,68,PETERSON S
PHAR-611-301,18,12,6,0,0,36,3.333,1,0,0,0,37,PETERSON S
PHAR-628-300,28,34,6,0,0,68,3.323,0,0,0,0,68,ZHONG L
PHAR-628-301,24,11,2,0,0,37,3.594,0,0,0,0,37,ZHONG L
PHAR-642-300,14,45,7,1,1,68,3.029,0,0,0,0,68,NUTAN M
PHAR-642-301,15,18,3,0,0,36,3.333,1,0,0,0,37,NUTAN M
PHAR-657-300,9,40,17,1,1,68,2.808,0,0,0,0,68,HOLDER E
PHAR-657-301,14,19,3,1,0,37,3.243,0,0,0,0,37,HOLDER E
PHAR-658-300,9,36,22,0,1,68,2.764,0,0,0,0,68,HERNANDEZ J
PHAR-658-301,13,17,7,0,0,37,3.162,0,0,0,0,37,HERNANDEZ J
PHAR-673-300,20,39,8,0,1,68,3.132,0,0,0,0,68,HAY H
PHAR-673-301,18,16,3,0,0,37,3.405,0,0,0,0,37,HAY H
PHAR-701-300,70,3,1,0,0,74,3.932,0,0,0,0,74,PETERSON S
PHAR-701-301,38,4,0,0,0,42,3.904,0,0,0,0,42,PETERSON S
PHAR-705-300,35,0,0,0,0,35,4.000,2,0,0,1,38,ABU BAKER A
PHAR-705-301,21,0,0,0,0,21,4.000,0,0,0,0,21,ABU BAKER A
PHAR-706-300,33,0,0,0,1,34,3.882,1,0,0,1,36,ABU BAKER A
PHAR-706-301,19,0,0,0,1,20,3.800,1,0,0,0,21,ABU BAKER A
PHAR-712-300,7,41,24,2,0,74,2.716,0,0,0,0,74,BUSTAMANTE J
PHAR-712-301,9,20,13,0,0,42,2.904,0,0,0,0,42,BUSTAMANTE J
PHAR-713-300,13,45,16,0,0,74,2.959,0,0,0,0,74,CHOUDHURY M
PHAR-713-301,12,14,16,0,0,42,2.904,0,0,0,0,42,CHOUDHURY M
PHAR-715-300,73,1,0,0,0,74,3.986,0,0,0,0,74,PATEL P
PHAR-715-301,42,0,0,0,0,42,4.000,0,0,0,0,42,PATEL P
PHAR-720-300,5,0,1,0,0,6,3.666,0,0,0,0,6,FARRIS C
PHAR-720-301,9,0,0,0,0,9,4.000,0,0,0,0,9,FARRIS C
PHAR-726-300,16,42,11,5,0,74,2.932,0,0,0,0,74,DANIELS L
PHAR-726-301,16,15,11,0,0,42,3.119,0,0,0,0,42,DANIELS L
PHAR-734-300,4,1,0,0,0,5,3.800,0,0,0,0,5,ALYISMAIL H
PHAR-745-300,8,7,1,0,0,16,3.437,0,0,0,0,16,DANIELS L
PHAR-745-301,11,3,0,0,0,14,3.785,0,0,0,0,14,DANIELS L
PHAR-757-300,34,37,3,0,0,74,3.418,0,0,0,0,74,HERNANDEZ J
PHAR-757-301,23,19,0,0,0,42,3.547,0,0,0,0,42,HERNANDEZ J
PHAR-765-300,28,0,0,0,0,28,4.000,0,0,0,0,28,ALONZO J
PHAR-766-300,14,0,0,0,0,14,4.000,0,0,0,0,14,JOSEPH M
PHAR-778-300,32,40,2,0,0,74,3.405,0,0,0,0,74,PEREZ S
PHAR-778-301,21,21,0,0,0,42,3.500,0,0,0,0,42,PEREZ S
PHAR-779-300,3,0,2,0,0,5,3.200,0,0,0,0,5,HAY H
PHAR-779-301,8,0,0,0,0,8,4.000,0,0,0,0,8,HAY H
PHAR-785-312,9,0,0,0,0,9,4.000,0,0,0,0,9,PETERSON S
PHAR-789-302,10,0,0,0,0,10,4.000,0,0,0,0,10,PATEL P
PHAR-801-300,71,2,1,0,0,74,3.945,0,0,0,0,74,PETERSON S
PHAR-801-301,33,2,0,0,0,35,3.942,0,0,0,0,35,PETERSON S
PHAR-805-300,8,69,7,0,0,84,3.011,0,0,0,0,84,PETERSON S
PHAR-805-301,6,19,1,0,0,26,3.192,0,0,0,0,26,PETERSON S
PHAR-812-300,22,39,12,1,0,74,3.108,0,0,0,0,74,LUCE A
PHAR-812-301,5,19,11,0,0,35,2.828,0,0,0,0,35,LUCE A
PHAR-813-300,17,35,22,0,0,74,2.932,0,0,0,0,74,ELMAGEED Z
PHAR-813-301,5,15,15,0,0,35,2.714,0,0,0,0,35,ELMAGEED Z
PHAR-815-300,73,1,0,0,0,74,3.986,0,0,0,0,74,HORSEMAN M
PHAR-815-301,32,3,0,0,0,35,3.914,0,0,0,0,35,HORSEMAN M
PHAR-821-300,12,2,0,0,0,14,3.857,0,0,0,0,14,ABU BAKER A
PHAR-821-301,6,0,1,0,0,7,3.714,0,0,0,0,7,ABU BAKER A
PHAR-821-302,14,3,0,0,1,18,3.611,0,0,0,0,18,ABU BAKER A
PHAR-821-304,4,1,0,0,0,5,3.800,0,0,0,0,5,ABU BAKER A
PHAR-821-305,7,0,0,0,0,7,4.000,0,0,0,0,7,ABU BAKER A
PHAR-871-300,74,0,0,0,0,74,4.000,0,0,0,0,74,ALONZO J
