Section,A,B,C,D,F,Total A-F,GPA,I,S,U,Q,X,Total,Instructor
CHEN-205-500,5,9,6,0,0,20,2.950,0,0,0,0,0,20,ABDEL-WAHAB A
CHEN-322-500,4,9,3,0,0,16,3.062,0,0,0,0,1,17,ABDALLA A
CHEN-323-500,6,6,2,1,0,15,3.133,0,0,0,0,0,15,NOUNOU M
CHEN-382-500,3,9,4,0,0,16,2.937,0,0,0,0,0,16,AL-HASHIMI M
CHEN-426-500,8,7,0,0,0,15,3.533,0,0,0,0,0,15,LINKE P
CHEN-433-901,9,6,0,0,0,15,3.600,0,0,0,0,0,15,SALAMA G
CHEN-459-500,5,8,0,0,0,13,3.384,0,0,0,0,0,13,ELBASHIR N
CHEN-461-500,6,6,3,0,0,15,3.200,0,0,0,0,0,15,NOUNOU M
CHEN-623-600,11,6,4,1,0,22,3.227,0,0,0,0,0,22,ECONOMOU I
CHEN-624-600,9,6,4,0,0,19,3.263,0,0,0,0,0,19,ELSAID K
CHEN-689-601,8,3,0,0,0,11,3.727,0,0,0,0,0,11,MARKATOS N
CHEN-689-602,7,0,0,0,0,7,4.000,0,0,0,0,0,7,KAKOSIMOS K
ASCC-101-500,8,1,0,0,0,9,3.888,0,0,0,0,0,9,RUDD L
ASCC-289-501,0,11,3,0,0,14,2.785,0,0,0,0,0,14,ELSHEIKH A
ASCC-289-502,1,6,4,0,0,11,2.727,0,0,0,1,0,12,TELAFICI M
ASCC-289-503,1,13,3,0,0,17,2.882,0,0,0,0,0,17,WARD S
COMM-365-500,9,3,2,1,0,15,3.333,1,0,0,2,0,18,CREEL W
ENGL-104-501,3,4,0,0,0,7,3.428,0,0,0,0,0,7,HINGTGEN L
ENGL-104-502,7,4,1,0,0,12,3.500,0,0,0,0,0,12,HINGTGEN L
ENGL-104-503,3,7,1,0,2,13,2.692,0,0,0,1,0,14,RUDD L
ENGL-210-501,9,5,1,0,0,15,3.533,0,0,0,0,0,15,WARD S
ENGL-210-502,12,2,1,0,0,15,3.733,0,0,0,0,0,15,TELAFICI M
ENGL-210-503,8,5,0,0,1,14,3.357,0,0,0,0,0,14,HODGES A
ENGL-219-500,11,11,2,2,0,26,3.192,0,0,0,2,0,28,RASMUSSEN D
ENGL-251-500,39,1,0,0,0,40,3.975,0,0,0,0,0,40,WARD S
ENGR-482-901,13,13,0,0,0,26,3.500,0,0,0,0,0,26,BASHIR H
ENGR-482-902,16,13,0,0,0,29,3.551,0,0,0,0,0,29,BASHIR H
HIST-105-501,19,8,2,0,0,29,3.586,0,0,0,0,0,29,VAN DE LOGT M
HIST-105-502,20,9,0,0,0,29,3.689,0,0,0,1,0,30,VAN DE LOGT M
HIST-106-500,37,9,2,0,0,48,3.729,0,0,0,2,0,50,VAN DE LOGT M
INST-222-500,18,9,1,0,2,30,3.366,0,0,0,0,0,30,HILLMAN S
POLS-206-501,14,11,0,0,0,25,3.560,0,0,0,4,0,29,ROGERS J
POLS-206-502,12,8,5,0,0,25,3.280,0,0,0,0,0,25,ROGERS J
POLS-207-501,29,7,4,0,0,40,3.625,0,0,0,0,0,40,GRAY P
POLS-207-502,38,0,2,0,0,40,3.900,0,0,0,0,0,40,GRAY P
CHEM-102-500,12,5,6,0,0,23,3.260,0,0,0,4,0,27,MADRAHIMOV S
CHEM-107-501,2,8,10,3,4,27,2.037,0,0,0,7,0,34,AL-HASHIMI M
CHEM-107-502,3,6,7,6,6,28,1.785,0,0,0,5,0,33,BENGALI A
CHEM-112-501,5,4,0,0,0,9,3.555,0,0,0,0,0,9,MADRAHIMOV S
CHEM-112-502,6,4,4,0,0,14,3.142,0,0,0,0,0,14,MADRAHIMOV S
CHEM-117-501,3,4,4,1,0,12,2.750,0,0,0,0,0,12,AL-HASHIMI M
CHEM-117-502,2,6,4,0,0,12,2.833,0,0,0,0,0,12,BENGALI A
CHEM-117-503,4,10,0,0,0,14,3.285,0,0,0,0,0,14,BENGALI A
CHEM-228-500,7,7,7,0,0,21,3.000,0,0,0,0,0,21,MADRAHIMOV S
CHEM-238-501,4,4,1,0,0,9,3.333,0,0,0,0,0,9,MADRAHIMOV S
CHEM-238-502,6,7,0,0,0,13,3.461,0,0,0,0,0,13,MADRAHIMOV S
CHEM-322-500,12,5,3,0,0,20,3.450,0,0,0,0,0,20,BROTHERS E
MATH-150-500,1,3,5,2,0,11,2.272,0,0,0,2,0,13,ELGINDI M
MATH-151-501,6,7,3,5,1,22,2.545,0,0,0,1,0,23,ELGINDI A
MATH-151-502,7,5,4,3,1,20,2.700,0,0,0,0,0,20,ELGINDI A
MATH-151-503,7,7,3,3,3,23,2.521,0,0,0,0,0,23,ELGINDI A
MATH-152-501,9,5,2,2,0,18,3.166,0,0,0,0,0,18,SOUKIASSIAN Y
MATH-152-502,11,5,4,1,0,21,3.238,0,0,0,1,0,22,SOUKIASSIAN Y
MATH-152-503,4,8,3,3,1,19,2.578,0,0,0,5,0,24,SOUKIASSIAN Y
MATH-251-500,7,14,19,6,0,46,2.478,1,0,0,0,0,47,ELGINDI M
MATH-308-501,16,5,5,1,1,28,3.214,0,0,0,0,0,28,WESTON A
MATH-308-502,18,6,2,1,0,27,3.518,0,0,0,1,0,28,WESTON A
MATH-308-503,4,4,4,1,2,15,2.466,0,0,0,0,0,15,WESTON A
MATH-308-504,8,11,6,1,0,26,3.000,0,0,0,2,0,28,WESTON A
MATH-311-501,3,7,8,0,0,18,2.722,0,0,0,1,1,20,HUANG T
MATH-311-502,10,8,6,2,0,26,3.000,0,0,0,1,0,27,HUANG T
MATH-414-500,0,4,5,2,1,12,2.000,0,0,0,7,0,19,MIR N
PHYS-206-501,6,5,5,3,0,19,2.736,0,0,0,0,0,19,KROLIKOWSKI W
PHYS-206-502,9,6,10,2,0,27,2.814,0,0,0,0,0,27,KROLIKOWSKI W
PHYS-206-503,8,9,6,2,0,25,2.920,0,0,0,2,0,27,NHA H
PHYS-208-500,4,8,9,0,2,23,2.521,0,0,0,0,0,23,BELIC M
PHYS-221-500,7,4,3,0,0,14,3.285,0,0,0,0,0,14,TZORTZAKIS S
DEPARTMENT TOTAL:,211,201,158,50,22,642,2.783,1,0,0,39,1,683
ECEN-214-501,5,5,2,0,2,14,2.785,0,0,0,0,0,14,GHRAYEB A
ECEN-214-502,2,2,3,1,0,8,2.625,0,0,0,1,0,9,GHRAYEB A
ECEN-215-501,0,2,7,1,0,10,2.100,0,0,0,0,0,10,BALOG R
ECEN-215-502,11,4,2,0,0,17,3.529,1,0,0,0,0,18,BALOG R
ECEN-303-500,11,19,8,0,0,38,3.078,0,0,0,1,0,39,BOUTROS J
ECEN-338-500,8,3,6,1,0,18,3.000,0,0,0,0,0,18,ABU-RUB H
ECEN-350-501,3,6,8,0,0,17,2.705,0,0,0,0,0,17,ZILANY M
ECEN-350-502,5,6,5,0,0,16,3.000,1,0,0,0,0,17,ZILANY M
ECEN-350-503,4,6,6,0,0,16,2.875,0,0,0,1,0,17,ZILANY M
ECEN-370-500,15,7,10,0,0,32,3.156,0,0,0,1,0,33,BOUHALI O
ECEN-404-501,8,8,0,0,0,16,3.500,0,0,0,0,0,16,GHRAYEB A
ECEN-404-502,9,8,0,0,0,17,3.529,0,0,0,0,0,17,GHRAYEB A
ECEN-410-500,3,7,3,0,0,13,3.000,0,0,0,0,0,13,JI J
ECEN-449-500,10,2,3,0,0,15,3.466,0,0,0,0,0,15,ALNUWEIRI H
ECEN-449-502,10,2,0,0,0,12,3.833,0,0,0,0,0,12,ALNUWEIRI H
ECEN-459-500,4,1,1,1,0,7,3.142,0,0,0,0,0,7,HUANG G
ECEN-478-500,11,9,5,1,0,26,3.153,0,0,0,2,0,28,QARAQE K
ECEN-489-500,14,10,0,0,0,24,3.583,0,0,0,1,0,25,SERPEDIN E
ENGR-102-501,6,8,1,0,1,16,3.125,0,0,0,0,0,16,ALNUWEIRI H
