Section,A,B,C,D,F,Total A-F,GPA,I,S,U,Q,X,Total,Instructor
CHEM-107-401,5,20,8,4,3,40,2.500,0,0,0,2,0,42,NAIR R
CHEM-107-402,15,26,14,3,5,63,2.682,0,0,0,0,0,63,NAIR R
CHEM-117-401,10,7,2,0,0,19,3.421,0,0,0,0,0,19,TOWNSEND G
CHEM-117-402,4,4,3,1,1,13,2.692,0,0,0,0,0,13,TOWNSEND G
CHEM-117-403,12,1,1,3,2,19,2.947,0,0,0,0,0,19,TOWNSEND G
CHEM-117-404,1,6,0,0,3,10,2.200,0,0,0,0,0,10,TOWNSEND G
CHEM-117-405,3,5,2,1,5,16,2.000,0,0,0,1,0,17,TOWNSEND G
CHEM-117-406,8,6,0,2,1,17,3.058,0,0,0,0,0,17,TOWNSEND G
CHEM-119-400,2,4,9,1,1,17,2.294,0,0,0,0,0,17,TOWNSEND G
CHEM-119-401,2,4,4,1,3,14,2.071,0,0,0,0,0,14,TOWNSEND G
CHEM-119-402,1,2,3,1,3,10,1.700,0,0,0,0,0,10,TOWNSEND G
CHEM-120-200,4,4,2,0,0,10,3.200,0,0,0,0,0,10,GALAN J
CHEM-120-400,4,5,5,3,1,18,2.444,0,0,0,1,0,19,TOWNSEND G
CHEM-120-401,7,5,4,2,0,18,2.944,0,0,0,0,0,18,TOWNSEND G
CHEM-120-402,1,4,9,2,1,17,2.117,0,0,0,1,0,18,TOWNSEND G
CHEM-120-403,4,8,1,2,2,17,2.588,0,0,0,0,0,17,TOWNSEND G
CHEM-120-404,5,5,5,0,3,18,2.500,0,0,0,0,0,18,TOWNSEND G
CHEM-120-405,2,5,7,3,1,18,2.222,0,0,0,0,0,18,NAIR R
CHEM-120-406,2,2,5,5,3,17,1.705,0,0,0,0,0,17,NAIR R
CHEM-120-407,2,5,5,2,2,16,2.187,0,0,0,0,0,16,NAIR R
CHEM-227-401,1,5,15,3,0,24,2.166,0,0,0,2,0,26,ARONSON C
CHEM-228-401,23,12,9,7,0,51,3.000,0,0,0,0,0,51,MOSER M
CHEM-228-402,7,6,4,1,0,18,3.055,0,0,0,1,0,19,MOSER M
CHEM-237-401,8,3,0,1,0,12,3.500,0,0,0,0,0,12,TOWNSEND G
CHEM-237-402,8,2,1,0,0,11,3.636,0,0,0,0,0,11,TOWNSEND G
CHEM-238-401,5,2,1,1,1,10,2.900,0,0,0,0,0,10,TOWNSEND G
CHEM-238-402,9,4,0,1,0,14,3.500,0,0,0,0,0,14,TOWNSEND G
CHEM-238-403,10,3,0,0,0,13,3.769,0,0,0,0,0,13,TOWNSEND G
CHEM-238-404,7,5,0,0,0,12,3.583,0,0,0,1,0,13,TOWNSEND G
CHEM-238-405,6,1,0,1,0,8,3.500,0,0,0,0,0,8,TOWNSEND G
CHEM-238-406,7,3,0,0,0,10,3.700,0,0,0,0,1,11,TOWNSEND G
CHEM-466-400,2,1,3,1,0,7,2.571,0,0,0,0,0,7,ARONSON C
MATH-140-401,11,6,2,0,0,19,3.473,0,0,0,0,2,21,ACERO-SCHERTZER C
MATH-140-403,6,1,1,2,5,15,2.066,0,0,0,0,0,15,PANGEMANAN A
MATH-142-402,2,11,5,1,4,23,2.260,0,0,0,3,4,30,ACERO-SCHERTZER C
MATH-142-403,4,3,3,2,6,18,1.833,0,0,0,1,0,19,QIU L
MATH-142-404,14,10,9,1,2,36,2.916,0,0,0,1,1,38,WARREN J
MATH-147-401,16,7,3,2,1,29,3.206,0,0,0,0,0,29,ARISTIDOU M
MATH-147-402,8,5,6,1,1,21,2.857,0,0,0,0,0,21,ARISTIDOU M
MATH-147-403,11,3,3,0,0,17,3.470,0,0,0,1,0,18,ARISTIDOU M
MATH-150-401,4,14,11,5,10,44,1.931,0,0,0,1,0,45,PANGEMANAN A
MATH-151-402,6,7,8,6,0,27,2.481,1,0,0,0,0,28,BROWN P
MATH-151-403,6,13,7,2,2,30,2.633,0,0,0,0,0,30,QIU L
MATH-151-405,8,9,4,1,5,27,2.518,0,0,0,0,0,27,ACERO-SCHERTZER C
MATH-151-409,7,11,8,2,3,31,2.548,0,0,0,0,0,31,QIU L
MATH-152-402,18,17,15,1,0,51,3.019,0,0,0,0,0,51,SUEN C
MATH-152-405,38,13,3,5,0,59,3.423,0,0,0,0,0,59,YI E
MATH-152-408,17,19,14,1,0,51,3.019,0,0,0,0,0,51,SUEN C
MATH-152-409,5,7,5,0,2,19,2.684,0,0,0,0,0,19,LUXEMBURG L
MATH-251-401,3,15,4,1,1,24,2.750,0,0,0,0,0,24,KANG C
MATH-308-401,7,5,3,2,3,20,2.550,0,0,0,0,0,20,LUXEMBURG L
MATH-401-401,2,2,3,0,0,7,2.857,0,0,0,0,0,7,BROWN P
PHYS-201-401,10,4,7,0,0,21,3.142,0,0,0,0,0,21,RANTSCHLER J
PHYS-201-402,7,7,4,0,1,19,3.000,0,0,0,0,0,19,RANTSCHLER J
PHYS-201-403,8,8,3,1,0,20,3.150,0,0,0,0,0,20,RANTSCHLER J
PHYS-202-401,6,10,4,0,0,20,3.100,0,0,0,0,0,20,BOULAHOUACHE C
PHYS-202-402,6,4,3,1,0,14,3.071,0,0,0,1,0,15,BOULAHOUACHE C
PHYS-202-403,3,6,8,1,0,18,2.611,0,0,0,0,0,18,BOULAHOUACHE C
PHYS-202-404,7,9,2,0,1,19,3.105,0,0,0,0,0,19,BOULAHOUACHE C
PHYS-202-405,4,7,4,1,0,16,2.875,0,0,0,0,0,16,BOULAHOUACHE C
PHYS-206-401,6,11,8,4,4,33,2.333,0,0,0,1,0,34,RANTSCHLER J
PHYS-206-402,20,29,14,4,3,70,2.842,0,0,0,1,0,71,RANTSCHLER J
PHYS-206-403,31,23,14,3,1,72,3.111,0,0,0,0,0,72,BOULAHOUACHE C
PHYS-207-400,4,8,10,0,1,23,2.608,0,0,0,0,1,24,KLEIN D
PHYS-226-400,3,9,5,1,0,18,2.777,0,0,0,0,0,18,BOULAHOUACHE C
PHYS-227-400,4,7,3,0,0,14,3.071,0,0,0,0,0,14,BOULAHOUACHE C
STAT-303-401,2,8,1,2,0,13,2.769,0,0,0,0,0,13,DAVLASHERIDZE M
DEPARTMENT TOTAL:,501,503,329,105,97,1535,2.750,1,0,0,19,9,1564,
ANTH-202-401,16,2,4,3,2,27,3.000,0,0,0,1,0,28,PEARL F
ANTH-210-400,24,7,3,1,4,39,3.179,0,0,0,1,0,40,FURTH B
ANTH-210-403,37,5,0,1,0,43,3.813,0,0,0,0,0,43,PEARL F
ANTH-210-404,15,3,4,0,4,26,2.961,0,0,0,0,0,26,FURTH B
ANTH-225-400,11,4,3,3,5,26,2.500,1,0,0,0,0,27,WHITE L
ANTH-313-400,2,3,0,3,2,10,2.000,0,0,0,0,0,10,FURTH B
ANTH-318-400,3,6,1,0,3,13,2.461,0,0,0,0,0,13,WHITE L
ANTH-423-400,13,7,2,1,0,23,3.391,0,0,0,0,0,23,MARK S
COMM-203-403,12,11,1,0,0,24,3.458,0,0,0,0,0,24,VISER V
COMM-203-404,4,18,0,0,1,23,3.043,0,0,0,0,0,23,VISER V
COMM-203-405,4,12,3,0,4,23,2.521,0,0,0,1,0,24,VISER V
COMM-205-400,9,16,0,0,1,26,3.230,0,0,0,0,0,26,VISER V
ENGL-104-401,13,3,1,0,3,20,3.150,0,0,0,1,0,21,WALLACE D
ENGL-104-403,19,0,0,0,0,19,4.000,0,0,0,0,0,19,PRESSWOOD P
ENGL-104-406,21,2,0,1,1,25,3.640,0,0,0,0,0,25,PRESSWOOD P
ENGL-104-407,17,2,1,1,3,24,3.208,0,0,0,0,0,24,PRESSWOOD P
ENGL-104-408,18,1,0,2,1,22,3.500,0,0,0,0,0,22,PRESSWOOD P
ENGL-104-409,5,2,0,0,3,10,2.600,0,0,0,1,0,11,ECHOLS K
ENGL-104-410,10,0,0,0,1,11,3.636,0,0,0,0,0,11,ECHOLS K
ENGL-104-411,8,1,0,0,2,11,3.181,0,0,0,0,0,11,BUNCH-DAVIS C
ENGL-203-400,1,11,5,1,4,22,2.181,0,0,0,0,0,22,TRABER D
ENGL-210-401,19,4,0,0,0,23,3.826,0,0,0,0,0,23,BROOKS S
ENGL-210-700,15,2,3,0,1,21,3.428,0,0,0,0,0,21,GARZA-HORNE J
ENGL-210-701,17,3,0,0,2,22,3.500,0,0,0,0,0,22,GARZA-HORNE J
ENGL-210-702,15,4,0,0,0,19,3.789,0,0,0,1,0,20,GARZA-HORNE J
ENGL-210-703,15,4,0,1,1,21,3.476,0,0,0,0,0,21,GARZA-HORNE J
ENGL-210-704,10,4,1,1,3,19,2.894,0,0,0,0,0,19,GARZA-HORNE J
ENGL-253-401,3,12,3,0,1,19,2.842,0,0,0,0,0,19,TRABER D
ENGL-334-400,5,3,3,0,2,13,2.692,0,0,0,0,0,13,ECHOLS K
GALV-101-400,14,0,0,0,0,14,4.000,0,0,0,0,0,14,ECHOLS K
GALV-201-400,8,0,0,0,0,8,4.000,0,0,0,0,0,8,BACA D
