Section,A,B,C,D,F,Total A-F,GPA,I,S,U,Q,X,Total,Instructor
PHAR-601-300,72,0,0,0,0,72,4.000,0,0,0,0,72,PETERSON S
PHAR-601-301,39,0,0,0,0,39,4.000,0,0,0,0,39,PETERSON S
PHAR-606-300,57,13,2,0,0,72,3.763,0,0,0,0,72,JOSEPH M
PHAR-606-301,31,7,1,0,0,39,3.769,0,0,0,0,39,JOSEPH M
PHAR-611-300,37,29,6,0,0,72,3.430,0,0,0,0,72,PETERSON S
PHAR-611-301,30,4,5,0,0,39,3.641,0,0,0,0,39,PETERSON S
PHAR-628-300,35,34,3,0,0,72,3.444,0,0,0,0,72,ZHONG L
PHAR-628-301,27,12,0,0,0,39,3.692,0,0,0,0,39,ZHONG L
PHAR-657-300,24,42,6,0,0,72,3.250,0,0,0,0,72,HOLDER E
PHAR-657-301,20,16,3,0,0,39,3.435,0,0,0,0,39,HOLDER E
PHAR-658-300,27,32,13,0,0,72,3.194,0,0,0,0,72,HERNANDEZ J
PHAR-658-301,17,19,3,0,0,39,3.358,0,0,0,0,39,HERNANDEZ J
PHAR-673-300,46,25,1,0,0,72,3.625,0,0,0,0,72,HAY H
PHAR-673-301,30,9,0,0,0,39,3.769,0,0,0,0,39,HAY H
PHAR-701-300,63,0,0,0,0,63,4.000,0,0,0,0,63,PETERSON S
PHAR-701-301,39,0,0,0,0,39,4.000,0,0,0,1,40,PETERSON S
PHAR-712-300,13,34,15,1,0,63,2.936,0,0,0,0,63,BUSTAMANTE J
PHAR-712-301,13,14,12,1,0,40,2.975,0,0,0,0,40,BUSTAMANTE J
PHAR-713-300,37,25,1,0,0,63,3.571,0,0,0,0,63,CHOUDHURY M
PHAR-713-301,15,19,3,2,1,40,3.125,0,0,0,0,40,CHOUDHURY M
PHAR-715-300,58,4,1,0,0,63,3.904,0,0,0,0,63,PATEL P
PHAR-715-301,38,2,0,0,0,40,3.950,0,0,0,0,40,PATEL P
PHAR-726-300,38,25,0,0,0,63,3.603,0,0,0,0,63,THANGAVEL S
PHAR-726-301,21,16,3,0,0,40,3.450,0,0,0,0,40,THANGAVEL S
PHAR-734-300,5,0,0,0,0,5,4.000,0,0,0,0,5,ALYISMAIL H
PHAR-745-300,23,3,1,0,0,27,3.814,0,0,0,0,27,LUKE J
PHAR-745-301,2,3,0,0,0,5,3.400,0,0,0,0,5,LUKE J
PHAR-757-300,57,6,0,0,0,63,3.904,0,0,0,0,63,HERNANDEZ J
PHAR-757-301,29,11,0,0,0,40,3.725,0,0,0,0,40,HERNANDEZ J
PHAR-766-300,14,0,0,0,0,14,4.000,0,0,0,0,14,JOSEPH M
PHAR-771-300,9,0,0,0,0,9,4.000,0,0,0,0,9,EVERETT-HOUSER J
PHAR-771-301,6,1,0,0,0,7,3.857,0,0,0,0,7,EVERETT-HOUSER J
PHAR-778-300,27,35,1,0,0,63,3.412,0,0,0,0,63,LUKE J
PHAR-778-301,20,19,0,0,1,40,3.425,0,0,0,0,40,LUKE J
PHAR-779-300,19,2,0,0,0,21,3.904,0,0,0,0,21,HAY H
PHAR-779-301,18,3,0,0,0,21,3.857,0,0,0,0,21,HAY H
PHAR-789-300,5,0,0,0,0,5,4.000,0,0,0,0,5,CASTRO J
PHAR-789-301,5,0,0,0,0,5,4.000,0,0,0,0,5,PATEL P
PHAR-789-303,7,1,0,0,0,8,3.875,0,0,0,0,8,FARRIS C
PHAR-789-304,13,0,0,0,0,13,4.000,0,0,0,0,13,FARRIS C
PHAR-801-300,72,0,0,0,0,72,4.000,0,0,0,0,72,PETERSON S
PHAR-801-301,42,0,0,0,0,42,4.000,0,0,0,0,42,PETERSON S
PHAR-805-300,69,4,1,0,0,74,3.918,0,0,0,0,74,PETERSON S
PHAR-805-301,35,0,0,0,0,35,4.000,0,0,0,0,35,PETERSON S
PHAR-812-300,16,41,14,1,0,72,3.000,0,0,0,0,72,LUCE A
PHAR-812-301,9,19,14,0,0,42,2.880,0,0,0,0,42,LUCE A
PHAR-813-300,24,42,6,0,0,72,3.250,0,0,0,0,72,ELMAGEED Z
PHAR-813-301,18,21,3,0,0,42,3.357,0,0,0,0,42,ELMAGEED Z
PHAR-815-300,58,10,1,0,2,71,3.718,0,0,0,1,72,WESTON J
PHAR-815-301,38,4,0,0,0,42,3.904,0,0,0,0,42,WESTON J
PHAR-871-300,70,0,1,0,1,72,3.916,0,0,0,0,72,ALONZO J
PHAR-871-301,37,0,4,0,1,42,3.714,0,0,0,0,42,ALONZO J
PHAR-873-300,64,8,0,0,0,72,3.888,0,0,0,0,72,PETERSON S
PHAR-873-301,40,2,0,0,0,42,3.952,0,0,0,0,42,PETERSON S
PHAR-875-300,22,38,11,0,1,72,3.111,0,0,0,0,72,BREMICK M
PHAR-875-301,15,20,7,0,0,42,3.190,0,0,0,0,42,BREMICK M
DEPARTMENT TOTAL:,1715,674,142,5,7,2543,3.481,0,0,0,2,2545
COLLEGE TOTAL:,1715,674,142,5,7,2543,3.481,0,0,0,2,2545
