Section,A,B,C,D,F,Total A-F,GPA,I,S,U,Q,X,Total,Instructor
PHAR-605-300,71,2,0,0,0,73,3.972,0,0,0,0,73,JOSEPH M
PHAR-605-301,39,4,0,0,0,43,3.906,0,0,0,0,43,JOSEPH M
PHAR-610-300,22,28,21,2,0,73,2.958,0,0,0,0,73,KHASAWNEH F
PHAR-610-301,19,15,7,2,0,43,3.186,0,0,0,0,43,KHASAWNEH F
PHAR-626-300,23,28,19,3,0,73,2.972,0,0,0,0,73,BUSTAMANTE J
PHAR-626-301,14,20,7,2,0,43,3.069,0,0,0,0,43,BUSTAMANTE J
PHAR-627-300,24,29,20,0,0,73,3.054,0,0,0,0,73,KUMAR N
PHAR-627-301,14,21,8,0,0,43,3.139,0,0,0,0,43,KUMAR N
PHAR-641-300,34,22,15,1,1,73,3.191,0,0,0,0,73,RAHMAN Z
PHAR-641-301,30,7,5,0,1,43,3.511,0,0,0,0,43,RAHMAN Z
PHAR-656-300,27,40,6,0,0,73,3.287,0,0,0,0,73,OFILI T
PHAR-656-301,25,17,1,0,0,43,3.558,0,0,0,0,43,OFILI T
PHAR-671-300,71,2,0,0,0,73,3.972,0,0,0,0,73,OFILI T
PHAR-671-301,41,2,0,0,0,43,3.953,0,0,0,0,43,OFILI T
PHAR-672-300,20,33,14,6,0,73,2.917,0,0,0,0,73,TENPAS A
PHAR-672-301,15,18,9,0,1,43,3.069,0,0,0,0,43,TENPAS A
PHAR-710-300,19,35,15,1,0,70,3.028,0,0,0,0,70,FARRIS C
PHAR-710-301,21,22,7,0,1,51,3.215,0,0,0,0,51,FARRIS C
PHAR-711-300,17,32,19,2,0,70,2.914,0,0,0,0,70,HAY H
PHAR-711-301,19,20,9,3,0,51,3.078,0,0,0,0,51,HAY H
PHAR-714-300,69,1,0,0,0,70,3.985,0,0,0,0,70,BAZAN D
PHAR-714-301,50,1,0,0,0,51,3.980,0,0,0,0,51,BAZAN D
PHAR-721-300,31,30,8,1,0,70,3.300,0,0,0,0,70,PANAHI L
PHAR-721-301,33,13,4,1,0,51,3.529,0,0,0,0,51,PANAHI L
PHAR-741-300,15,28,26,0,1,70,2.800,0,0,0,0,70,PALAKURTHI S
PHAR-741-301,14,25,11,0,1,51,3.000,0,0,0,0,51,PALAKURTHI S
PHAR-742-300,26,29,15,0,0,70,3.157,0,0,0,0,70,NUTAN M
PHAR-742-301,27,16,7,0,1,51,3.333,0,0,0,0,51,NUTAN M
PHAR-765-601,23,0,0,0,0,23,4.000,0,0,0,0,23,ALONZO J
PHAR-765-650,21,0,0,0,0,21,4.000,0,0,0,0,21,ALONZO J
PHAR-766-601,7,0,0,0,0,7,4.000,0,0,0,0,7,JOSEPH M
PHAR-766-650,11,0,0,0,0,11,4.000,0,0,0,0,11,JOSEPH M
PHAR-777-300,65,5,0,0,0,70,3.928,0,0,0,0,70,GRAYSON S
PHAR-777-301,49,2,0,0,0,51,3.960,0,0,0,0,51,GRAYSON S
PHAR-789-601,6,0,0,0,0,6,4.000,0,0,0,0,6,EVERETT-HOUSER J
PHAR-789-603,12,0,0,0,0,12,4.000,0,0,0,0,12,LU D
PHAR-789-651,13,0,0,0,0,13,4.000,0,0,0,0,13,EVERETT-HOUSER J
PHAR-789-652,8,0,0,0,0,8,4.000,0,0,0,0,8,CASTRO J
PHAR-789-654,5,0,0,0,0,5,4.000,0,0,0,0,5,PATEL P
PHAR-810-300,36,23,0,0,0,59,3.610,0,0,0,0,59,ALONZO J
PHAR-810-301,32,13,0,0,0,45,3.711,0,0,0,0,45,ALONZO J
PHAR-811-300,15,30,14,0,0,59,3.016,0,0,0,0,59,ALYISMAIL H
PHAR-811-301,18,21,6,0,0,45,3.266,0,0,0,0,45,ALYISMAIL H
PHAR-814-300,58,1,0,0,0,59,3.983,0,0,0,0,59,MINGLE A
PHAR-814-301,44,0,0,0,1,45,3.911,0,0,0,0,45,MINGLE A
PHAR-841-300,32,23,4,0,0,59,3.474,0,0,0,0,59,HUTCHISON R
PHAR-841-301,27,17,1,0,0,45,3.577,0,0,0,0,45,HUTCHISON R
PHAR-842-300,14,38,7,0,0,59,3.118,0,0,0,0,59,CASTRO J
PHAR-842-301,3,36,6,0,0,45,2.933,0,0,0,0,45,CASTRO J
PHAR-872-300,38,18,3,0,0,59,3.593,0,0,0,0,59,NORTH F
PHAR-872-301,33,9,3,0,0,45,3.666,0,0,0,0,45,NORTH F
DEPARTMENT TOTAL:,1400,776,297,24,8,2505,3.297,0,0,0,0,2505,
COLLEGE TOTAL:,1400,776,297,24,8,2505,3.297,0,0,0,0,2505,
