Section,A,B,C,D,F,Total A-F,GPA,I,S,U,Q,X,Total,Instructor
VMID-935-301,140,13,0,0,0,153,3.915,0,0,0,0,0,153,MAJOR D
VMID-988-300,29,0,0,0,0,29,4.000,0,0,0,0,0,29,OKINE E
DEPARTMENT TOTAL:,169,13,0,0,0,182,3.921,0,0,0,0,0,182,
VIBS-910-301,33,71,40,5,4,153,2.810,0,0,0,0,1,154,HOFFMAN A
VIBS-910-302,1,7,5,3,1,17,2.235,0,0,0,0,0,17,BARRON C
VIBS-911-301,87,57,10,0,0,154,3.500,0,0,0,0,0,154,KNEESE D
VIBS-911-302,5,10,2,0,0,17,3.176,0,0,0,0,0,17,KNEESE D
VIBS-928-300,68,71,9,0,0,148,3.398,0,0,0,0,0,148,BUDKE C
VIBS-928-301,7,8,0,0,0,15,3.466,0,0,0,0,0,15,ESCHMANN R
VIBS-936-301,152,2,0,0,0,154,3.987,0,0,0,0,0,154,VEMULAPALLI T
VIBS-936-302,17,0,0,0,0,17,4.000,0,0,0,0,0,17,DUDDY H
VLCS-925-301,37,93,23,0,0,153,3.091,0,0,0,0,0,153,VOGES A
VLCS-948-302,14,0,0,0,0,14,4.000,0,0,0,0,0,14,DOMINGUEZ B
VLCS-948-303,43,18,0,0,0,61,3.704,0,0,0,0,0,61,FUNK J
VLCS-956-301,59,82,12,0,0,153,3.307,0,0,0,0,0,153,WATKINS J
VLCS-958-301,25,6,0,0,0,31,3.806,0,0,0,0,0,31,NAGY D
VLCS-959-301,35,6,0,0,0,41,3.853,0,0,0,0,0,41,ARNOLD C
VLCS-988-300,48,4,2,0,0,54,3.851,0,0,0,0,0,54,CHAFFIN M
VLCS-988-301,74,1,0,0,0,75,3.986,0,0,0,0,0,75,CERFOGLI J
DEPARTMENT TOTAL:,335,210,37,0,0,582,3.462,0,0,0,0,0,582,
VTPP-910-301,55,59,33,4,3,154,3.032,0,0,0,0,0,154,STEWART R
VTPP-914-301,123,22,0,0,0,145,3.848,9,0,0,0,0,154,BLUE MCLENDON A
VTPP-914-302,10,7,0,0,0,17,3.588,0,0,0,0,0,17,LUNN L
VTPP-924-300,76,63,8,0,1,148,3.439,0,0,0,0,0,148,FAJT V
VTPP-924-301,0,14,1,0,0,15,2.933,0,0,0,0,0,15,FAJT V
VTPP-948-302,16,2,0,0,0,18,3.888,0,0,0,0,0,18,FAJT V
VSCS-910-301,85,67,2,0,0,154,3.538,0,0,0,0,0,154,NAVARRETTE A
VSCS-910-302,11,6,0,0,0,17,3.647,0,0,0,0,0,17,BEAVER K
VSCS-926-300,85,15,2,0,0,102,3.813,46,0,0,0,0,148,AICHER K
VSCS-926-301,8,7,0,0,0,15,3.533,0,0,0,0,0,15,LUNN L
VSCS-934-301,98,43,4,0,0,145,3.648,8,0,0,0,0,153,SCALLAN E
VSCS-948-301,54,11,1,0,0,66,3.803,0,0,0,0,0,66,HEATLEY J
VSCS-948-302,51,5,0,0,0,56,3.910,0,0,0,0,0,56,DAVIDSON J
VSCS-948-303,51,0,0,0,0,51,4.000,0,0,0,0,0,51,TAYCE J
VSCS-956-301,60,77,16,0,0,153,3.287,0,0,0,0,0,153,HESELTINE J
VSCS-958-301,67,14,0,0,0,81,3.827,0,0,0,0,0,81,KERWIN S
VSCS-988-300,71,13,1,0,0,85,3.823,0,0,0,0,0,85,SAUNDERS A
VSCS-988-302,41,9,1,0,0,51,3.784,0,0,0,0,0,51,WARRY E
VSCS-988-303,10,2,0,0,0,12,3.833,0,0,0,0,0,12,HEATLEY J
VTPB-910-301,59,78,16,0,1,154,3.259,0,0,0,0,0,154,VEMULAPALLI R
VTPB-910-302,2,10,5,0,0,17,2.823,0,0,0,0,0,17,VEMULAPALLI R
VTPB-923-300,65,63,19,1,0,148,3.297,0,0,0,0,0,148,PORTER B
VTPB-923-301,5,9,1,0,0,15,3.266,0,0,0,0,0,15,FINLEY A
VTPB-927-300,63,62,23,0,0,148,3.270,0,0,0,0,0,148,RUSSELL K
VTPB-927-301,2,10,3,0,0,15,2.933,0,0,0,0,0,15,WIKANDER Y
VTPB-930-300,96,49,3,0,0,148,3.628,0,0,0,0,0,148,LAWHON S
VTPB-930-301,5,9,1,0,0,15,3.266,0,0,0,0,0,15,KITTANA H
VTPB-948-302,57,3,0,0,0,60,3.950,0,0,0,0,0,60,COOK W
DEPARTMENT TOTAL:,354,293,71,1,1,720,3.363,0,0,0,0,0,720,
COLLEGE TOTAL:,2200,1178,243,13,10,3644,3.450,63,0,0,0,1,3708,
