Section,A,B,C,D,F,Total A-F,GPA,I,S,U,Q,X,Total,Instructor
STLC-101-501,21,4,1,0,0,26,3.769,0,0,0,1,0,27,SPEED K
STLC-101-502,18,9,0,0,0,27,3.666,0,0,0,0,0,27,SPEED K
STLC-101-503,13,5,1,0,1,20,3.450,0,0,0,1,0,21,SPEED K
STLC-101-504,10,9,3,0,3,25,2.920,0,0,0,0,0,25,JONES M
STLC-101-505,10,10,1,0,0,21,3.428,0,0,0,0,0,21,JONES M
STLC-102-501,6,5,2,1,1,15,2.933,0,0,0,0,0,15,BROOKINS B
STLC-102-502,10,1,0,1,0,12,3.666,0,0,0,1,0,13,BROOKINS B
STLC-102-503,11,2,1,0,0,14,3.714,0,0,0,1,0,15,BROOKINS B
DEPARTMENT TOTAL:,99,45,9,2,5,160,3.443,0,0,0,4,0,164
COLLEGE TOTAL:,99,45,9,2,5,160,3.443,0,0,0,4,0,164
