Section,A,B,C,D,F,Total A-F,GPA,I,S,U,Q,X,Total,Instructor
CHEN-205-500,5,7,4,0,0,16,3.062,0,0,0,0,0,16,ABDEL-WAHAB A
CHEN-313-500,6,4,4,0,0,14,3.142,0,0,0,0,0,14,ABDALLA A
CHEN-323-500,5,5,3,0,0,13,3.153,0,0,0,0,0,13,NOUNOU M
CHEN-382-500,4,9,1,0,0,14,3.214,0,0,0,0,0,14,KAKOSIMOS K
CHEN-426-500,12,12,0,0,0,24,3.500,0,0,0,0,0,24,LINKE P
CHEN-433-901,3,7,2,0,0,12,3.083,0,0,0,0,0,12,SALAMA G
CHEN-433-902,10,2,0,0,0,12,3.833,0,0,0,0,0,12,SALAMA G
CHEN-459-500,9,14,2,0,0,25,3.280,0,0,0,0,0,25,ELBASHIR N
CHEN-461-500,8,8,5,1,0,22,3.045,0,0,0,0,0,22,NOUNOU M
CHEN-489-500,5,5,2,0,0,12,3.250,0,0,0,0,0,12,MARKATOS N
CHEN-623-600,6,5,3,1,1,16,2.875,0,0,0,1,0,17,SIMOES SANTOS M
CHEN-624-600,5,3,0,0,0,8,3.625,1,0,0,0,0,9,ELBASHIR N
CHEN-689-600,11,0,0,0,0,11,4.000,0,0,0,1,0,12,MARKATOS N
DEPARTMENT TOTAL:,89,81,26,2,1,199,3.265,1,0,0,2,0,202
COMM-335-502,17,6,2,0,0,25,3.600,0,0,0,0,0,25,WILLIAMS J
COMM-365-500,6,2,0,0,0,8,3.750,0,0,0,1,0,9,CREEL W
ENGL-104-501,5,3,3,0,0,11,3.181,0,0,0,0,0,11,RUDD L
ENGL-104-502,6,4,1,0,0,11,3.454,0,0,0,0,0,11,HODGES A
ENGL-104-503,2,4,4,0,2,12,2.333,0,0,0,0,0,12,HODGES A
ENGL-210-501,2,3,2,0,1,8,2.625,0,0,0,0,0,8,WILLIAMS J
ENGL-210-502,6,5,1,0,0,12,3.416,0,0,0,3,0,15,WILLIAMS J
ENGL-210-503,9,5,0,0,0,14,3.642,0,0,0,1,0,15,TELAFICI M
ENGL-219-500,14,10,1,0,0,25,3.520,0,0,0,0,0,25,WARD S
ENGL-251-500,24,1,0,0,0,25,3.960,0,0,0,0,0,25,TELAFICI M
ENGR-482-901,7,20,1,0,0,28,3.214,0,0,0,0,0,28,BASHIR H
ENGR-482-902,8,21,3,0,1,33,3.156,0,0,0,0,0,33,BASHIR H
HIST-105-501,18,7,0,0,0,25,3.720,0,0,0,0,0,25,VAN DE LOGT M
HIST-105-502,12,3,1,0,1,17,3.470,0,0,0,0,0,17,LEE H
HIST-106-501,3,2,1,2,2,10,2.200,0,0,0,3,0,13,LEE H
HIST-106-502,8,3,2,0,0,13,3.461,0,0,0,1,0,14,LEE H
INST-222-500,5,1,1,0,1,8,3.125,0,0,0,0,0,8,ELSHEIKH A
POLS-206-501,13,0,4,0,0,17,3.529,0,0,0,1,0,18,ROGERS J
POLS-206-502,15,4,4,0,0,23,3.478,0,0,0,3,0,26,ROGERS J
POLS-207-501,26,2,1,0,0,29,3.862,0,0,0,0,0,29,GRAY P
POLS-207-502,29,0,0,0,0,29,4.000,0,0,0,0,0,29,GRAY P
STLC-101-500,5,2,3,2,1,13,2.615,0,0,0,1,0,14,RUDD L
STLC-289-501,1,3,2,0,0,6,2.833,0,0,0,0,0,6,RASMUSSEN D
STLC-289-502,1,4,4,0,0,9,2.666,0,0,0,0,0,9,RASMUSSEN D
STLC-289-503,0,11,1,0,0,12,2.916,0,0,0,0,0,12,WARD S
DEPARTMENT TOTAL:,242,126,42,4,9,423,3.393,0,0,0,14,0,437,
CHEM-102-500,11,8,1,0,0,20,3.500,0,0,0,0,0,20,MADRAHIMOV S
CHEM-107-501,4,5,4,5,1,19,2.315,0,0,0,4,0,23,AL-HASHIMI M
CHEM-107-502,3,9,5,2,2,21,2.428,0,0,0,2,0,23,BROTHERS E
CHEM-112-501,4,3,0,0,0,7,3.571,0,0,0,0,0,7,MADRAHIMOV S
CHEM-112-502,7,3,1,0,1,12,3.250,0,0,0,0,0,12,MADRAHIMOV S
CHEM-117-501,4,6,2,0,0,12,3.166,0,0,0,0,0,12,BROTHERS E
CHEM-117-502,0,7,2,1,1,11,2.363,0,0,0,0,0,11,AL-HASHIMI M
CHEM-117-503,2,3,2,1,1,9,2.444,0,0,0,0,0,9,BROTHERS E
CHEM-228-500,5,5,4,4,0,18,2.611,0,0,0,0,0,18,MADRAHIMOV S
CHEM-238-501,5,1,1,0,0,7,3.571,0,0,0,0,0,7,MADRAHIMOV S
CHEM-238-502,3,4,2,0,0,9,3.111,0,0,0,0,0,9,MADRAHIMOV S
CHEM-322-500,3,3,4,1,0,11,2.727,0,0,0,3,0,14,BENGALI A
MATH-150-500,1,3,5,5,0,14,2.000,0,0,0,0,0,14,HUANG T
MATH-151-501,4,2,7,3,3,19,2.052,0,0,0,1,0,20,GIBSON R
MATH-151-502,1,2,5,2,5,15,1.466,0,0,0,3,0,18,GIBSON R
MATH-151-503,10,1,4,1,3,19,2.736,0,0,0,1,0,20,GIBSON R
MATH-152-501,8,4,2,1,0,15,3.266,0,0,0,1,0,16,SOUKIASSIAN Y
MATH-152-502,2,6,7,0,0,15,2.666,0,0,0,1,0,16,SOUKIASSIAN Y
MATH-152-503,7,6,2,0,0,15,3.333,0,0,0,1,0,16,SOUKIASSIAN Y
MATH-251-500,8,2,4,3,1,18,2.722,0,0,0,0,0,18,KHAN R
MATH-308-501,6,11,9,5,2,33,2.424,0,0,0,0,0,33,ELGINDI M
MATH-308-502,9,11,12,1,0,33,2.848,0,0,0,0,0,33,ELGINDI M
MATH-308-503,7,13,9,1,0,30,2.866,0,0,0,0,0,30,ELGINDI M
MATH-308-504,4,4,3,1,0,12,2.916,0,0,0,4,0,16,KHAN R
MATH-311-501,3,2,0,3,0,8,2.625,0,0,0,1,0,9,EL-GUINDY A
MATH-311-502,3,7,2,2,0,14,2.785,0,0,0,11,0,25,EL-GUINDY A
MATH-414-500,3,2,2,0,0,7,3.142,0,0,0,0,0,7,MIR N
PHYS-208-501,8,4,5,3,0,20,2.850,0,0,0,0,0,20,TZORTZAKIS S
PHYS-208-502,4,7,8,1,0,20,2.700,0,0,0,1,0,21,NHA H
PHYS-208-503,3,4,0,0,0,7,3.428,0,0,0,0,0,7,NHA H
PHYS-208-504,0,2,4,0,0,6,2.333,0,0,0,1,0,7,TZORTZAKIS S
PHYS-218-501,2,4,11,2,1,20,2.200,0,0,0,0,0,20,BELIC M
PHYS-218-502,7,5,8,0,0,20,2.950,0,0,0,0,0,20,BELIC M
PHYS-218-503,3,2,3,0,0,8,3.000,0,0,0,1,0,9,KROLIKOWSKI W
PHYS-218-504,4,6,4,2,0,16,2.750,0,0,0,2,0,18,KROLIKOWSKI W
PHYS-222-500,5,3,3,2,1,14,2.642,0,0,0,3,0,17,BOUHALI O
DEPARTMENT TOTAL:,163,170,147,52,22,554,2.685,0,0,0,41,0,595,
ECEN-214-501,3,3,5,1,1,13,2.461,1,0,0,2,0,16,GHRAYEB A
ECEN-214-502,4,3,5,4,0,16,2.437,0,0,0,0,0,16,GHRAYEB A
ECEN-215-501,4,11,0,0,0,15,3.266,0,0,0,0,0,15,BALOG R
ECEN-215-502,4,6,3,1,0,14,2.928,0,0,0,0,0,14,BALOG R
ECEN-215-503,4,3,2,0,0,9,3.222,0,0,0,0,0,9,BALOG R
ECEN-303-500,11,11,2,1,0,25,3.280,0,0,0,0,0,25,SERPEDIN E
ECEN-338-501,3,13,2,0,0,18,3.055,0,0,0,0,0,18,ABU-RUB H
ECEN-338-502,4,5,1,0,0,10,3.300,0,0,0,0,0,10,ABU-RUB H
ECEN-370-500,9,18,1,0,0,28,3.285,0,0,0,0,0,28,JI J
ECEN-404-500,17,0,0,0,0,17,4.000,0,0,0,0,0,17,AHMED S
ECEN-459-500,2,8,2,1,0,13,2.846,0,0,0,1,0,14,HUANG G
ECEN-478-500,8,1,0,0,0,9,3.888,0,0,0,0,0,9,QARAQE K
ECEN-489-501,15,8,0,0,0,23,3.652,0,0,0,0,0,23,BOUTROS J
ECEN-489-502,21,4,0,0,0,25,3.840,0,0,0,0,0,25,SERPEDIN E
ENGR-111-500,2,4,2,0,0,8,3.000,0,0,0,0,0,8,SALAMA G
DEPARTMENT TOTAL:,111,98,25,8,1,243,3.236,1,0,0,3,0,247
CVEN-305-501,7,6,11,2,3,29,2.413,0,0,0,0,0,29,RUIMI A
CVEN-305-502,6,12,4,1,2,25,2.760,0,0,0,1,0,26,MASAD E
ENGR-112-501,14,7,0,0,0,21,3.666,0,0,0,0,0,21,PARSAEI H
ENGR-112-502,10,10,1,1,0,22,3.318,0,0,0,0,0,22,PARSAEI H
ENGR-112-503,5,10,2,0,0,17,3.176,0,0,0,0,0,17,PARSAEI H
ENGR-112-504,11,8,1,0,0,20,3.500,0,0,0,0,0,20,PARSAEI H
ENGR-112-505,1,9,6,2,0,18,2.500,0,0,0,0,0,18,SCHULLER M
ISEN-302-500,11,18,0,0,0,29,3.379,0,0,0,0,0,29,PARSAEI H
MEEN-221-500,1,4,1,0,0,6,3.000,0,0,0,0,0,6,RUIMI A
MEEN-260-501,5,4,5,1,1,16,2.687,0,0,0,0,0,16,TAFRESHI R
MEEN-260-502,1,7,4,0,0,12,2.750,0,0,0,0,0,12,TAFRESHI R
MEEN-260-503,0,5,7,0,0,12,2.416,0,0,0,2,0,14,TAFRESHI R
MEEN-315-501,5,7,4,5,4,25,2.160,1,0,0,0,0,26,SCHULLER M
MEEN-315-502,7,8,5,5,4,29,2.310,0,0,0,0,0,29,HASSAN I
MEEN-364-501,5,7,3,0,1,16,2.937,0,0,0,0,0,16,KARKOUB M
MEEN-364-502,2,4,8,0,0,14,2.571,0,0,0,0,0,14,KARKOUB M
MEEN-368-500,6,12,7,0,0,25,2.960,0,0,0,0,0,25,EL BORGI S
MEEN-381-900,31,3,0,0,0,34,3.911,0,0,0,0,0,34,PARSAEI H
MEEN-402-501,8,3,1,0,0,12,3.583,0,0,0,0,0,12,SCHULLER M
MEEN-402-502,5,2,2,1,0,10,3.100,0,0,0,0,0,10,SCHULLER M
MEEN-444-500,4,2,2,0,0,8,3.250,0,0,0,0,0,8,EL BORGI S
MEEN-461-500,6,4,8,0,5,23,2.260,0,0,0,0,0,23,HASSAN I
MEEN-464-501,7,4,0,0,0,11,3.636,0,0,0,0,0,11,KANNAIYAN K
MEEN-464-502,7,5,0,0,0,12,3.583,0,0,0,0,0,12,KANNAIYAN K
MEEN-475-500,9,10,2,0,0,21,3.333,0,0,0,0,0,21,MANSOOR B
MEEN-489-500,8,2,0,0,1,11,3.454,0,0,0,0,0,11,GUO B
DEPARTMENT TOTAL:,182,173,84,18,21,478,2.891,1,0,0,3,0,482,
GEOL-104-500,6,6,3,1,0,16,3.062,0,0,0,0,0,16,SEERS T
PETE-311-500,6,3,3,0,0,12,3.250,0,0,0,0,0,12,ALYAFEI N
PETE-321-500,9,7,0,0,0,16,3.562,0,0,0,0,0,16,FADLELMULA M
PETE-323-500,9,5,2,0,0,16,3.437,0,0,0,0,0,16,WANG Y
PETE-324-500,7,7,2,0,0,16,3.312,0,0,0,0,0,16,RETNANTO A
PETE-325-500,10,5,0,0,0,15,3.666,0,0,0,0,0,15,RETNANTO A
PETE-336-500,8,3,0,0,0,11,3.727,0,0,0,0,0,11,GUERILLOT D
PETE-355-500,6,7,2,0,0,15,3.266,0,0,0,0,0,15,AMANI M
PETE-402-500,19,2,0,0,0,21,3.904,0,0,0,0,0,21,RETNANTO A
PETE-412-500,13,3,0,0,0,16,3.812,0,0,0,0,0,16,RAHMAN M
DEPARTMENT TOTAL:,93,48,12,1,0,154,3.483,0,0,0,0,0,154
COLLEGE TOTAL:,880,696,336,85,54,2051,3.064,3,0,0,63,0,2117
