Section,A,B,C,D,F,Total A-F,GPA,I,S,U,Q,X,Total,Instructor
OBIO-610-600,16,0,0,0,0,16,4.000,0,0,0,0,0,16,LIU X
OBIO-611-600,18,12,2,0,0,32,3.500,0,0,0,0,0,32,BUSCHANG P
OBIO-630-600,18,3,0,0,0,21,3.863,0,0,0,0,0,21,RUEST L
OBIO-631-600,23,2,0,0,0,25,3.931,0,0,0,0,0,25,RUEST L
OBIO-643-600,4,1,0,0,0,5,3.800,0,0,0,0,0,5,FENG J
OBIO-674-600,7,0,0,0,0,7,4.000,0,0,0,0,0,7,NEWMAN J
OBIO-687-600,4,3,0,0,0,7,3.777,0,0,0,0,0,7,SVOBODA K
DEPARTMENT TOTAL:,90,21,2,0,0,113,3.740,0,0,0,0,0,113,
AEGD-601-600,8,0,0,0,0,8,0.000,0,0,0,0,0,8,ZANDINEJAD A
AEGD-606-600,8,0,0,0,0,8,4.000,0,0,0,0,0,8,ZANDINEJAD A
AEGD-607-600,8,0,0,0,0,8,4.000,0,0,0,0,0,8,ZANDINEJAD A
AEGD-614-600,8,0,0,0,0,8,4.000,0,0,0,0,0,8,ZANDINEJAD A
AEGD-616-600,8,0,0,0,0,8,4.000,0,0,0,0,0,8,ZANDINEJAD A
AEGD-619-600,8,0,0,0,0,8,4.000,0,0,0,0,0,8,ZANDINEJAD A
DDHS-3110-500,26,4,0,0,0,30,3.866,0,0,0,0,0,30,FOX E
DDHS-3120-500,8,19,1,0,0,28,3.250,0,0,0,0,0,28,FOX E
DDHS-3160-500,9,20,1,0,0,30,3.266,0,0,0,0,0,30,VU M
DDHS-3250-500,1,16,8,3,0,28,2.535,0,0,0,0,0,28,LU Y
DDHS-3425-500,2,26,2,0,0,30,3.000,0,0,0,0,0,30,COTTER J
DDHS-4015-500,20,6,1,0,0,27,3.703,0,0,0,0,0,27,ABRAHAM C
DDHS-4025-500,18,7,2,0,0,27,3.592,0,0,0,0,0,27,PATEL P
DDHS-4140-500,24,3,0,0,0,27,3.888,0,0,0,0,0,27,KING T
DDHS-4210-500,27,0,0,0,0,27,4.000,0,0,0,0,0,27,SIMONS P
DDHS-4410-500,27,0,0,0,0,27,4.000,0,0,0,0,0,27,WYATT L
DDHS-4610-500,5,18,4,0,0,27,3.037,0,0,0,0,0,27,ABRAHAM C
DDHS-4620-500,5,18,2,1,1,27,2.925,0,0,0,0,0,27,MUZZIN K
DDHS-4715-500,20,7,0,0,0,27,3.740,0,0,0,0,0,27,KABANI F
DEPARTMENT TOTAL:,192,144,21,4,1,362,3.307,0,0,0,0,0,362,
OMFS-610-600,10,1,0,0,0,11,3.909,0,0,0,0,0,11,HENDERSON B
OMFS-650-600,8,0,0,0,0,8,4.000,0,0,0,0,0,8,REDDY L
DEPARTMENT TOTAL:,18,1,0,0,0,19,3.947,0,0,0,0,0,19,
ORTH-602-600,6,0,0,0,0,6,0.000,0,0,0,0,0,6,POLSON J
ORTH-606-600,6,0,0,0,0,6,0.000,0,0,0,0,0,6,TADLOCK L
ORTH-608-600,6,0,0,0,0,6,0.000,0,0,0,0,0,6,TADLOCK L
ORTH-610-600,6,0,0,0,0,6,4.000,0,0,0,0,0,6,TADLOCK L
ORTH-613-600,4,3,0,0,0,7,3.571,0,0,0,0,0,7,BUSCHANG P
ORTH-614-600,6,0,0,0,0,6,0.000,0,0,0,0,0,6,ADAMS T
ORTH-616-600,6,0,0,0,0,6,0.000,0,0,0,0,0,6,ADAMS T
ORTH-618-600,6,0,0,0,0,6,0.000,0,0,0,0,0,6,ADAMS T
ORTH-622-600,6,0,0,0,0,6,4.000,0,0,0,0,0,6,TADLOCK L
ORTH-625-600,6,0,0,0,0,6,4.000,0,0,0,0,0,6,TADLOCK L
ORTH-630-600,6,0,0,0,0,6,4.000,0,0,0,0,0,6,TADLOCK L
ORTH-635-600,6,0,0,0,0,6,4.000,0,0,0,0,0,6,BUSCHANG P
ORTH-638-600,3,3,0,0,0,6,3.500,0,0,0,0,0,6,BUSCHANG P
ORTH-640-600,2,4,0,0,0,6,3.333,0,0,0,0,0,6,TAYLOR R
ORTH-642-600,4,1,0,0,0,5,3.800,1,0,0,0,0,6,TAYLOR R
ORTH-648-600,6,0,0,0,0,6,4.000,0,0,0,0,0,6,TADLOCK L
ORTH-651-600,6,0,0,0,0,6,4.000,0,0,0,0,0,6,TADLOCK L
ORTH-654-600,6,0,0,0,0,6,4.000,0,0,0,0,0,6,TADLOCK L
PEDD-612-600,11,0,0,0,0,11,4.000,0,0,0,0,0,11,KERINS C
PEDD-615-600,11,0,0,0,0,11,4.000,0,0,0,0,0,11,KERINS C
PEDD-622-600,11,0,0,0,0,11,4.000,0,0,0,0,0,11,KERINS C
PEDD-625-600,12,0,0,0,0,12,4.000,0,0,0,0,0,12,KERINS C
PERI-650-600,6,0,0,0,0,6,4.000,0,0,0,0,0,6,FALLAH ABED P
DEPARTMENT TOTAL:,6,0,0,0,0,6,4.000,0,0,0,0,0,6,
COLLEGE TOTAL:,496,177,23,4,1,701,3.537,1,0,0,0,0,702,
