Section,A,B,C,D,F,Total A-F,GPA,I,S,U,Q,X,Total,Instructor
ASCC-289-200,19,3,0,0,1,23,0.000,0,0,0,0,0,23,DVORACEK M
ASCC-289-201,10,3,2,3,1,19,0.000,0,0,0,0,0,19,MCCLURE M
ASCC-289-202,17,1,4,0,1,23,0.000,0,0,0,0,0,23,LAUGHLIN T
ASCC-289-205,17,1,0,1,0,19,0.000,0,0,0,0,0,19,DIXON C
ASCC-289-206,12,1,1,0,0,14,0.000,0,0,0,0,0,14,JONES M
ASCC-289-207,18,1,0,1,0,20,0.000,0,0,0,0,0,20,HURLEY J
ASCC-289-208,18,1,0,0,0,19,0.000,0,0,0,0,0,19,MCCORMICK M
ASCC-289-209,17,2,2,0,0,21,0.000,0,0,0,0,0,21,STAHR R
ASCC-289-210,11,3,3,0,0,17,0.000,0,0,0,0,0,17,OLIVER B
DEPARTMENT TOTAL:,139,16,12,5,3,175,Error,0,0,0,0,0,175
COLLEGE TOTAL:,139,16,12,5,3,175,Error,0,0,0,0,0,175
