Section,A,B,C,D,F,Total A-F,GPA,I,S,U,Q,X,Total,Instructor
BIMS-485-343,7,0,0,0,0,7,4.000,0,0,0,1,0,8,BLACK M
DEPARTMENT TOTAL:,7,0,0,0,0,7,4.000,0,0,0,1,0,8,
VIBS-305-301,23,18,16,6,5,68,2.705,0,0,0,3,0,71,FRANK-CANNON T
VIBS-447-150,31,0,0,0,0,31,4.000,0,0,0,0,0,31,WALTZ M
VIBS-489-150,8,0,0,0,0,8,4.000,0,0,0,0,0,8,YEOMAN M
VIBS-601-300,8,4,0,0,0,12,3.666,1,0,0,1,0,14,FRANK-CANNON T
VIBS-655-201,6,3,0,0,0,9,3.666,0,0,0,0,0,9,GASTEL B
VIBS-689-200,8,1,1,0,0,10,3.700,0,0,0,2,0,12,CAI J
VLCS-485-113,5,0,0,0,0,5,4.000,0,0,0,0,0,5,COHEN N
VLCS-485-313,5,0,0,0,0,5,4.000,0,0,0,0,0,5,COHEN N
DEPARTMENT TOTAL:,10,0,0,0,0,10,4.000,0,0,0,0,0,10,
VTPP-401-150,28,0,0,0,0,28,4.000,0,0,0,0,0,28,WASSER J
VTPP-423-300,9,14,26,15,4,68,2.132,0,0,0,0,0,68,HERMAN J
VTPP-485-100,29,0,1,0,0,30,3.933,0,0,0,0,0,30,RAMADOSS J
VTPP-485-302,16,0,0,0,0,16,0.000,1,0,0,0,0,17,BLUE MCLENDON A
VTPP-485-308,9,0,0,0,0,9,4.000,10,0,0,0,0,19,BLUE MCLENDON A
VTPP-489-150,5,0,0,0,0,5,4.000,0,0,0,0,0,5,IVANOV I
VTMI-649-100,9,4,0,0,0,13,3.692,0,0,0,0,0,13,FARNELL M
VTPB-405-301,30,28,5,1,0,64,3.359,1,0,0,0,0,65,OMRAN M
VTPB-405-302,22,17,8,0,0,47,3.297,1,0,0,0,0,48,OMRAN M
VTPB-409-300,10,3,7,3,2,25,2.640,0,0,0,2,0,27,OMRAN M
VTPB-485-207,16,0,0,0,1,17,3.750,0,0,0,0,0,17,ESTEVE-GASENT M
DEPARTMENT TOTAL:,87,52,20,4,3,166,3.308,2,0,0,2,0,170
COLLEGE TOTAL:,284,92,64,25,12,477,3.153,14,0,0,9,0,500
