Section,A,B,C,D,F,Total A-F,GPA,I,S,U,Q,X,Total,Instructor
PHAR-820-300,11,0,0,0,0,11,4.000,0,0,0,0,11,ABU BAKER A
PHAR-820-302,18,0,0,0,0,18,4.000,1,0,0,0,19,ABU BAKER A
PHAR-876-300,5,2,0,0,0,7,3.714,0,0,0,1,8,ABU BAKER A
PHAR-876-302,8,3,0,0,1,12,3.416,0,0,0,0,12,ABU BAKER A
PHAR-876-303,5,0,0,0,0,5,4.000,0,0,0,0,5,ABU BAKER A
PHAR-877-300,9,1,0,0,0,10,3.900,0,0,0,0,10,ABU BAKER A
PHAR-877-302,5,2,2,0,0,9,3.333,0,0,0,0,9,ABU BAKER A
PHAR-878-300,13,1,1,0,0,15,3.800,0,0,0,0,15,ABU BAKER A
PHAR-878-302,21,1,0,0,0,22,3.954,1,0,0,1,24,ABU BAKER A
PHAR-879-300,8,1,0,0,0,9,3.888,0,0,0,0,9,ABU BAKER A
PHAR-879-302,8,0,1,0,0,9,3.777,1,0,0,0,10,ABU BAKER A
DEPARTMENT TOTAL:,111,11,4,0,1,127,3.818,3,0,0,2,132,
COLLEGE TOTAL:,111,11,4,0,1,127,3.818,3,0,0,2,132,
HPCH-603-698,18,1,0,0,0,19,3.947,0,0,0,0,19,TAI-SEALE T
DEPARTMENT TOTAL:,18,1,0,0,0,19,3.947,0,0,0,0,19,
COLLEGE TOTAL:,18,1,0,0,0,19,3.947,0,0,0,0,19,
