Section,A,B,C,D,F,Total A-F,GPA,I,S,U,Q,X,Total,Instructor
UGST-181-250,16,2,4,0,0,22,0.000,0,0,0,0,0,22,MCCLURE M
UGST-181-251,21,2,0,0,0,23,0.000,0,0,0,0,0,23,JONES M
UGST-181-252,10,7,3,0,0,20,0.000,0,0,0,0,0,20,JONES M
UGST-181-253,20,5,0,0,0,25,0.000,0,0,0,0,0,25,SPEED K
UGST-181-254,12,6,1,2,0,21,0.000,0,0,0,0,0,21,SPEED K
UGST-181-256,15,2,2,0,1,20,0.000,0,0,0,0,0,20,JONES M
UGST-181-257,20,2,0,0,0,22,0.000,0,0,0,0,0,22,MCCLURE M
UGST-181-258,19,3,2,0,0,24,0.000,0,0,0,0,0,24,JONES M
UGST-181-259,14,4,1,0,0,19,0.000,0,0,0,0,0,19,SPEED K
UGST-181-260,16,3,1,0,1,21,0.000,0,0,0,0,0,21,JONES M
UGST-492-300,16,3,0,0,0,19,3.842,0,0,0,0,0,19,HARPER K
DEPARTMENT TOTAL:,179,39,14,2,2,236,3.842,0,0,0,0,0,236
COLLEGE TOTAL:,179,39,14,2,2,236,3.842,0,0,0,0,0,236
