Section,A,B,C,D,F,Total A-F,GPA,I,S,U,Q,X,Total,Instructor
ATMO-201-501,21,9,2,1,0,33,3.515,0,0,0,0,0,33,CONLEE D
ATMO-201-502,140,62,0,0,0,202,3.693,0,0,0,1,0,203,LOGAN T
ATMO-201-503,33,29,9,4,0,75,3.213,0,0,0,10,0,85,CONLEE D
ATMO-201-505,162,41,0,0,0,203,3.798,0,0,0,0,0,203,LOGAN T
ATMO-201-599,132,50,12,8,0,202,3.514,0,0,0,9,0,211,ETTEN-BOHM M
ATMO-202-501,16,6,0,0,0,22,3.727,0,0,0,0,0,22,CONLEE D
ATMO-202-502,20,5,0,0,0,25,3.800,0,0,0,0,0,25,CONLEE D
ATMO-202-504,16,4,3,1,0,24,3.458,0,0,0,0,0,24,CONLEE D
ATMO-202-506,15,6,1,0,0,22,3.636,1,0,0,0,0,23,CONLEE D
ATMO-202-507,20,4,0,0,0,24,3.833,0,0,0,0,0,24,CONLEE D
ATMO-203-501,10,3,1,0,0,14,3.642,0,0,0,0,0,14,NIELSEN E
ATMO-203-502,10,5,2,0,0,17,3.470,0,0,0,0,0,17,NIELSEN E
ATMO-203-503,6,4,0,0,0,10,3.600,0,0,0,0,0,10,NIELSEN E
ATMO-251-501,7,8,6,4,0,25,2.720,0,0,0,0,0,25,NIELSEN E
ATMO-251-502,5,11,5,4,0,25,2.680,0,0,0,1,0,26,NIELSEN E
ATMO-321-500,13,8,0,0,1,22,3.454,0,0,0,1,0,23,XU Y
ATMO-335-501,24,4,1,0,0,29,3.793,0,0,0,0,0,29,BROOKS S
ATMO-336-501,4,7,4,0,0,15,3.000,0,0,0,0,0,15,EPIFANIO C
ATMO-336-502,6,5,3,0,0,14,3.214,0,0,0,0,0,14,EPIFANIO C
ATMO-363-500,11,20,17,5,0,53,2.698,0,0,0,2,0,55,SCHADE G
ATMO-443-500,10,7,5,1,0,23,3.130,0,0,0,1,0,24,NOWOTARSKI C
ATMO-446-500,8,8,10,4,0,30,2.666,0,0,0,0,0,30,RAPP A
ATMO-459-900,11,10,4,0,0,25,3.280,0,0,0,0,0,25,SCHUMACHER C
ATMO-485-501,5,0,0,0,0,5,4.000,0,0,0,0,0,5,CONLEE D
ATMO-601-600,6,4,1,0,0,11,3.454,0,0,0,0,0,11,KORTY R
ATMO-602-600,8,1,0,0,0,9,3.888,0,0,0,0,0,9,LIU X
ATMO-603-600,10,0,0,0,0,10,4.000,0,0,0,0,0,10,BOWMAN K
ATMO-606-600,7,3,1,0,0,11,3.545,0,0,0,0,0,11,ZHANG R
GEOS-101-501,14,4,1,1,0,20,3.833,0,0,0,0,0,20,HOEFIG T
GEOS-101-502,24,0,0,0,0,24,4.000,0,0,0,0,0,24,ROARK E
GEOS-101-504,7,0,0,0,0,7,0.000,0,0,0,0,0,7,ROARK E
GEOS-101-511,20,0,0,0,0,20,4.000,0,0,0,0,0,20,NUNEZ J
GEOS-105-500,77,2,3,1,1,84,3.821,2,0,0,1,0,87,GIARDINO J
GEOS-205-500,18,3,1,0,0,22,3.772,0,0,0,1,1,24,ROARK E
GEOS-210-500,30,27,10,4,2,73,3.082,0,0,0,3,0,76,SCHADE G
GEOS-210-599,24,22,10,3,0,59,3.135,0,0,0,5,0,64,DESSLER A
GEOS-401-500,18,4,0,0,0,22,3.818,0,0,0,0,0,22,ORSI A
GEOS-405-901,3,6,0,0,1,10,3.000,0,0,0,0,0,10,DOYLE S
GEOS-405-902,4,5,1,0,1,11,3.000,0,0,0,1,0,12,GROSSMAN E
GEOS-405-903,9,0,0,0,0,9,4.000,0,0,0,0,0,9,EVERETT M
GEOS-410-500,10,17,4,0,0,31,3.193,0,0,0,0,0,31,THORNTON D
GEOS-430-500,32,1,1,0,0,34,3.911,0,0,0,0,0,34,JOCHENS A
GEOS-470-500,9,4,2,1,0,16,3.312,0,0,0,1,0,17,POTTER H
GEOS-470-501,6,3,0,0,0,9,3.666,0,0,0,1,0,10,POTTER H
GEOS-470-502,4,4,2,0,1,11,2.909,0,0,0,0,0,11,POTTER H
GEOS-481-901,7,2,0,0,0,9,3.777,0,0,0,0,0,9,RICHARDSON M
