Section,A,B,C,D,F,Total A-F,GPA,I,S,U,Q,X,Total,Instructor
PHEB-622-399,9,4,0,0,0,13,3.692,0,0,0,0,0,13,REGAN A
PHEB-622-700,9,7,0,0,0,16,3.562,0,0,0,0,0,16,REGAN A
PHEB-689-399,24,0,0,0,0,24,4.000,0,0,0,0,0,24,ROH T
PHEB-689-700,22,0,0,0,0,22,4.000,0,0,0,0,0,22,ROH T
DEPARTMENT TOTAL:,64,11,0,0,0,75,3.853,0,0,0,0,0,75,
PHPM-617-600,14,0,0,0,0,14,4.000,0,0,0,0,0,14,ROBISON Z
PHPM-623-600,12,2,0,0,0,14,3.857,0,0,0,0,0,14,FISH J
PHPM-678-300,6,0,0,0,0,6,4.000,0,0,0,0,0,6,TOMASZEWSKI L
PHPM-680-600,10,0,0,0,0,10,4.000,0,0,0,0,0,10,DICKEY N
PHPM-689-399,12,0,0,0,0,12,4.000,0,0,0,0,0,12,TOMASZEWSKI L
HPCH-637-100,11,1,0,0,0,12,3.916,0,0,0,0,0,12,SHARKEY J
DEPARTMENT TOTAL:,11,1,0,0,0,12,3.916,0,0,0,0,0,12,
PHLT-303-199,36,2,0,0,1,39,3.846,0,0,0,0,0,39,STASI S
PHLT-305-200,30,17,11,2,0,60,3.250,0,0,0,0,0,60,KALBASI S
PHLT-330-200,17,2,0,0,0,19,3.894,0,0,0,0,0,19,CARRILLO G
PHLT-331-399,16,9,4,1,1,31,3.225,0,0,0,2,0,33,BOKELMANN A
PHLT-432-200,3,3,3,2,1,12,2.416,0,0,0,2,0,14,PICKENS A
PHLT-434-399,2,9,8,1,0,20,2.600,0,0,0,0,0,20,PICKENS A
DEPARTMENT TOTAL:,104,42,26,6,3,181,3.314,0,0,0,4,0,185
COLLEGE TOTAL:,233,56,26,6,3,324,3.588,0,0,0,4,0,328
