Section,A,B,C,D,F,Total A-F,GPA,I,S,U,Q,X,Total,Instructor
ASCC-289-200,12,7,9,0,1,29,0.000,0,0,0,0,0,29,MCCLURE M
ASCC-289-201,25,3,0,1,0,29,0.000,0,0,0,0,0,29,MCCLURE M
ASCC-289-202,26,4,0,0,0,30,0.000,0,0,0,0,0,30,MCCLURE M
ASCC-289-203,24,5,1,0,0,30,0.000,0,0,0,0,0,30,MCCLURE M
ASCC-289-204,28,1,0,0,0,29,0.000,0,0,0,0,0,29,SPEED K
ASCC-289-205,22,4,2,2,0,30,0.000,0,0,0,0,0,30,MCCLURE M
ASCC-289-206,27,2,0,0,0,29,0.000,0,0,0,0,0,29,MCCLURE M
ASCC-289-207,24,5,1,0,0,30,0.000,0,0,0,0,0,30,MCCLURE M
ASCC-289-208,21,5,3,1,0,30,0.000,0,0,0,0,0,30,MCCLURE M
ASCC-289-209,29,1,0,0,0,30,0.000,0,0,0,0,0,30,MCCLURE M
ASCC-289-210,28,2,0,0,0,30,0.000,0,0,0,0,0,30,MCCLURE M
ASCC-289-211,18,5,0,6,0,29,0.000,0,0,0,0,0,29,MCCLURE M
DEPARTMENT TOTAL:,284,44,16,10,1,355,Error,0,0,0,0,0,355
COLLEGE TOTAL:,284,44,16,10,1,355,Error,0,0,0,0,0,355
