Section,A,B,C,D,F,Total A-F,GPA,I,S,U,Q,X,Total,Instructor
PHAR-605-300,60,4,1,0,0,65,3.907,0,0,0,0,65,JOSEPH M
PHAR-605-301,41,3,0,0,0,44,3.931,0,0,0,0,44,JOSEPH M
PHAR-610-300,29,33,3,0,0,65,3.400,0,0,0,0,65,MAJETI R
PHAR-610-301,30,11,3,0,0,44,3.613,0,0,0,0,44,MAJETI R
PHAR-626-300,13,33,19,0,0,65,2.907,0,0,0,0,65,BUSTAMANTE J
PHAR-626-301,18,19,6,1,0,44,3.227,0,0,0,0,44,BUSTAMANTE J
PHAR-627-300,17,42,5,1,0,65,3.153,0,0,0,0,65,KUMAR N
PHAR-627-301,26,14,3,1,0,44,3.477,0,0,0,0,44,KUMAR N
PHAR-641-300,19,20,26,0,0,65,2.892,0,0,0,0,65,RAHMAN Z
PHAR-641-301,24,15,4,1,0,44,3.409,0,0,0,0,44,RAHMAN Z
PHAR-656-300,34,31,0,0,0,65,3.523,0,0,0,0,65,OFILI T
PHAR-656-301,18,26,0,0,0,44,3.409,0,0,0,0,44,OFILI T
PHAR-671-300,63,2,0,0,0,65,3.969,0,0,0,0,65,EVERETT-HOUSER J
PHAR-671-301,43,1,0,0,0,44,3.977,0,0,0,0,44,EVERETT-HOUSER J
PHAR-672-300,16,31,16,1,1,65,2.923,0,0,0,0,65,BREMICK M
PHAR-672-301,21,19,2,1,1,44,3.318,0,0,0,0,44,BREMICK M
PHAR-710-300,32,27,11,1,0,71,3.267,0,0,0,0,71,FARRIS C
PHAR-710-301,28,10,3,0,1,42,3.523,0,0,0,0,42,FARRIS C
PHAR-711-300,15,37,17,2,0,71,2.915,0,0,0,0,71,HAY H
PHAR-711-301,24,14,2,2,0,42,3.428,0,0,0,0,42,HAY H
PHAR-714-300,71,0,0,0,0,71,4.000,0,0,0,0,71,DIEC S
PHAR-714-301,41,0,1,0,0,42,3.952,0,0,0,0,42,DIEC S
PHAR-721-300,31,32,8,0,0,71,3.323,0,0,0,0,71,PANAHI L
PHAR-721-301,30,9,3,0,0,42,3.642,0,0,0,0,42,PANAHI L
PHAR-741-300,17,39,15,0,0,71,3.028,0,0,0,0,71,PALAKURTHI S
PHAR-741-301,23,18,1,0,0,42,3.523,0,0,0,0,42,PALAKURTHI S
PHAR-742-300,26,28,17,0,0,71,3.126,0,0,0,0,71,NUTAN M
PHAR-742-301,27,10,5,0,0,42,3.523,0,0,0,0,42,NUTAN M
PHAR-766-300,9,0,0,0,0,9,4.000,0,0,0,0,10,JOSEPH M
PHAR-766-301,10,0,0,0,0,10,4.000,0,0,0,0,10,JOSEPH M
PHAR-771-300,26,0,0,0,0,26,4.000,0,0,0,0,26,EVERETT-HOUSER J
PHAR-771-301,13,0,0,0,0,13,4.000,0,0,0,0,13,EVERETT-HOUSER J
PHAR-777-300,67,4,0,0,0,71,3.943,0,0,0,0,71,GRAYSON S
PHAR-777-301,37,5,0,0,0,42,3.880,0,0,0,0,42,GRAYSON S
PHAR-810-300,23,30,10,0,0,63,3.206,0,0,0,0,63,ALONZO J
PHAR-810-301,21,14,4,0,0,39,3.435,0,0,0,0,39,ALONZO J
PHAR-811-300,11,30,21,0,1,63,2.793,0,0,0,0,63,ALYISMAIL H
PHAR-811-301,13,16,10,1,0,40,3.025,0,0,0,0,40,ALYISMAIL H
PHAR-814-300,47,16,0,0,0,63,3.746,0,0,0,0,63,BROWN A
PHAR-814-301,28,12,0,0,0,40,3.700,0,0,0,0,40,BROWN A
PHAR-841-300,42,18,2,0,1,63,3.587,0,0,0,0,63,HUTCHISON R
PHAR-841-301,32,6,2,0,0,40,3.750,0,0,0,0,40,HUTCHISON R
PHAR-842-300,20,35,3,0,1,59,3.237,4,0,0,0,63,CASTRO J
PHAR-842-301,16,21,1,0,0,38,3.394,1,0,0,1,40,CASTRO J
PHAR-872-300,41,19,3,0,0,63,3.603,0,0,0,0,63,OFILI T
PHAR-872-301,27,13,0,0,0,40,3.675,0,0,0,0,40,OFILI T
DEPARTMENT TOTAL:,1320,767,227,12,6,2332,3.336,5,0,0,1,2339
COLLEGE TOTAL:,1320,767,227,12,6,2332,3.336,5,0,0,1,2339
HPCH-603-696,22,5,2,0,0,29,3.689,0,0,0,0,29,TAI-SEALE T
DEPARTMENT TOTAL:,22,5,2,0,0,29,3.689,0,0,0,0,29,
COLLEGE TOTAL:,22,5,2,0,0,29,3.689,0,0,0,0,29,
